Dept,Q_2010,Q_2011,Q_2012,Quarter,Store
95,1042599.9299999998,1028349.0300000003,1078133.45,2,11
95,1045622.56,1154306.11,1066808.7600000002,3,11
95,995811.8,936046.8400000001,290148.74,4,11
96,148988.90000000002,242134.94,262918.45,1,11
96,289029.21,299193.63,303918.26,2,11
96,263641.68000000005,325860.06000000006,285094.44000000006,3,11
96,308958.94999999995,289286.51,81972.7,4,11
97,127119.08,195797.13,212199.85000000003,1,11
97,214278.89,217034.07,218714.77000000002,2,11
97,223589.88,240714.24999999997,229199.59,3,11
97,223831.63000000003,205121.40999999997,65655.7,4,11
98,87997.01999999999,116854.96000000002,116106.56,1,11
98,135103.85,128028.44999999998,113189.82999999999,2,11
98,108404.18,114168.73000000001,101565.04000000001,3,11
98,162238.89999999997,145245.37,39657.369999999995,4,11
99,0.0,390.0,2579.0299999999997,1,11
99,0.01,545.0,1015.0,2,11
99,0.0,1370.0,230.98999999999998,3,11
99,0.0,18105.0,770.0,4,11
1,157388.82,202588.3,253442.50999999995,1,12
1,222228.05000000005,230540.72000000003,225390.22,2,12
1,147289.98,170270.86,163574.38,3,12
1,315596.63999999996,309777.19999999995,80114.84999999999,4,12
2,584047.42,863348.3999999999,1035546.6699999999,1,12
2,932059.27,976624.7200000001,1035914.7899999999,2,12
2,938811.3400000001,1057213.91,1004809.07,3,12
2,949750.4399999998,979750.38,294886.6,4,12
3,119371.54,176901.37999999998,204405.85,1,12
3,145711.9,147093.41,145580.47,2,12
3,377982.99999999994,389871.37000000005,419271.0800000001,3,12
3,174078.22,162430.34000000003,44842.42999999999,4,12
4,205747.00000000003,333404.54999999993,359093.04000000004,1,12
4,333594.17000000004,352410.55999999994,359451.31000000006,2,12
4,339140.56,382465.61,343426.29000000004,3,12
4,360057.26,339632.67000000004,105928.69,4,12
5,289880.53,331804.70999999996,387240.22000000003,1,12
5,351961.37,299663.25000000006,272072.53,2,12
5,260942.27999999997,291301.45,252968.65,3,12
5,593664.25,540586.35,97051.67,4,12
6,60049.87,73229.21,61534.43000000001,1,12
6,105428.13000000002,106066.52,69969.99,2,12
6,84423.02,79968.54000000001,58922.0,3,12
6,126096.24,124370.84000000001,13929.220000000001,4,12
7,213859.26000000004,291435.54,326152.3999999999,1,12
7,408738.38999999996,396384.39999999997,440238.74,2,12
7,326844.79,360330.31999999995,339036.84,3,12
7,850420.1500000001,819282.22,123947.18,4,12
8,345939.94,510858.42000000004,576032.3,1,12
8,545840.62,548024.23,559005.1799999999,2,12
8,514633.81999999983,583519.1400000001,526588.65,3,12
8,591461.31,566634.1399999999,170304.35,4,12
9,171219.73,208952.4,233337.56,1,12
9,314228.99,299698.91000000003,315906.23,2,12
9,259254.53999999998,271899.55,247443.13999999998,3,12
9,206508.86,203073.90999999997,64559.54,4,12
10,146048.47,190357.04,225681.18000000002,1,12
10,234327.37,253852.53000000003,263289.99,2,12
10,250074.08,270777.94,245590.96999999997,3,12
10,210574.21999999997,215150.45999999996,64730.939999999995,4,12
11,133411.82,186856.92999999996,222238.94,1,12
11,269807.11,250212.67000000004,260184.91000000003,2,12
11,230759.82000000004,241571.83000000002,225135.34000000003,3,12
11,227372.75000000003,238977.16999999998,57408.82,4,12
12,47227.21000000001,57904.65,65794.57,1,12
12,72327.23000000001,68864.59,65885.42000000001,2,12
12,59881.57000000001,64060.189999999995,58761.78999999999,3,12
12,60441.47000000001,58332.66,18112.64,4,12
13,389668.33,588636.51,634084.17,1,12
13,607116.6299999999,616251.46,617290.0999999999,2,12
13,598285.5,652031.33,587386.4400000002,3,12
13,645034.6400000001,596539.72,185098.02,4,12
14,177019.12,241424.60999999996,289210.23999999993,1,12
14,242842.78,236118.09,250011.76,2,12
14,226042.82,227665.55999999997,230534.09999999998,3,12
14,312746.28,316959.27999999997,69276.63,4,12
16,60078.130000000005,66253.57,73381.95000000001,1,12
16,166072.08,147016.10000000003,152734.19,2,12
16,103706.55999999998,118461.38999999998,100569.76,3,12
16,41219.33,38693.969999999994,15692.56,4,12
17,115169.47,146560.58,169709.36,1,12
17,153118.22,145425.32,150661.93000000002,2,12
17,141298.2,134868.24000000002,142142.38,3,12
17,160247.7,164259.48,44892.83,4,12
18,35707.02,42720.77999999999,56226.73999999999,1,12
18,11895.11,15409.55,9872.9,2,12
18,5612.68,11482.21,8917.31,3,12
18,400121.83,440073.19000000006,89778.79,4,12
19,24515.940000000002,31256.07,39357.77,1,12
19,37481.39,36797.25,39236.399999999994,2,12
19,33869.71,40931.759999999995,35726.27999999999,3,12
19,45066.850000000006,46135.06,11354.839999999998,4,12
20,67294.28,78429.26999999999,93054.34,1,12
20,90953.48,89271.96999999999,93759.83,2,12
20,84608.62,86197.70000000001,86799.74999999997,3,12
20,77174.03000000001,66894.17,23459.71,4,12
21,36218.43,52678.15000000001,56198.810000000005,1,12
21,55585.63999999999,54009.19,55318.29000000001,2,12
21,53111.59999999999,55401.92999999999,51637.98999999999,3,12
21,61276.41,57886.72,14934.95,4,12
22,106422.46999999999,134451.5,153759.6,1,12
22,122963.7,117050.40999999999,116643.09999999999,2,12
22,122211.68,116967.81999999999,119465.17000000001,3,12
22,151624.71000000002,145368.41,35344.57,4,12
23,297551.32,438021.01,481178.14999999997,1,12
23,484468.43000000005,509715.24,544927.91,2,12
23,467374.26,491294.08999999997,477342.6600000001,3,12
23,628208.2099999998,590880.7599999999,138865.21000000002,4,12
24,90932.0,115332.63999999998,126591.47,1,12
24,123389.61,117666.82,126773.68,2,12
24,162263.87000000002,167270.75000000003,171096.88,3,12
24,181717.27999999997,173789.29,42303.68,4,12
25,160706.99,219320.4,249410.75999999998,1,12
25,279959.64,280686.37000000005,292059.56000000006,2,12
25,237432.7,277531.85,236746.22,3,12
25,287103.3799999999,281290.44,76334.51000000001,4,12
26,113908.72999999998,161980.64,172672.44,1,12
26,164333.61000000002,179703.37999999998,167734.88,2,12
26,148098.69,162727.5,148173.21000000002,3,12
26,244690.87,229687.19,72285.75,4,12
27,21624.48,28922.590000000007,32067.44,1,12
27,22089.18,22793.05,20292.51,2,12
27,20808.41,23357.350000000002,20976.280000000002,3,12
27,32796.38,33524.93,9203.619999999999,4,12
28,8707.64,12298.67,12834.02,1,12
28,12046.400000000001,11798.32,10147.859999999999,2,12
28,8102.9800000000005,9487.140000000001,7490.15,3,12
28,15046.460000000001,14754.21,3148.87,4,12
29,58732.659999999996,87829.34,98076.65,1,12
29,75497.56999999999,73275.81999999999,87238.33,2,12
29,80946.59,77376.2,88483.44999999998,3,12
29,118061.19999999998,126496.70999999999,25190.03,4,12
30,57308.56,81108.11,78980.34,1,12
30,92342.29,85533.12000000001,81613.14000000001,2,12
30,79174.82999999999,77210.45000000003,68650.48,3,12
30,72000.20000000001,57357.24,19671.36,4,12
31,26703.89,38169.600000000006,33993.3,1,12
31,32633.559999999998,38630.100000000006,33761.6,2,12
31,62569.979999999996,72859.07,65747.31,3,12
31,46207.92999999999,39501.840000000004,11245.14,4,12
32,102883.47,120988.43999999999,123039.00999999998,1,12
32,125048.52999999998,123601.2,130187.29999999999,2,12
32,99518.21999999999,100446.59999999999,99883.95999999999,3,12
32,162513.21,141952.50999999998,29430.239999999998,4,12
33,79098.3,115493.75,131637.54,1,12
33,124685.42,122344.04999999999,126944.77999999998,2,12
33,147316.61999999997,149189.44,141694.90000000002,3,12
33,188421.19999999995,189352.20000000004,40846.44,4,12
34,212604.34,240209.31999999998,290526.71,1,12
34,329307.98,301719.66000000003,355793.32000000007,2,12
34,293604.8,304173.24999999994,291845.29,3,12
34,327247.38,301768.24000000005,80884.77,4,12
35,25462.0,36894.58,36479.520000000004,1,12
35,45789.0,41044.350000000006,44874.89000000001,2,12
35,35149.04,36294.7,31192.33,3,12
35,42415.9,38323.32,8311.08,4,12
36,6719.0,10245.85,13033.51,1,12
36,36577.9,47666.6,52813.2,2,12
36,26794.0,40850.53,12859.18,3,12
36,50596.53999999999,48222.93,6616.780000000001,4,12
38,386342.17999999993,610644.61,809732.6799999998,1,12
38,611172.77,649050.48,785976.9299999999,2,12
38,589449.84,688419.47,734876.4099999999,3,12
38,630551.98,705208.01,225405.93,4,12
40,417017.37,633168.02,709960.9,1,12
40,615170.61,630091.9000000001,657662.24,2,12
40,561190.1200000001,627120.6000000001,629273.7399999999,3,12
40,630274.78,616737.46,195651.75999999998,4,12
41,3131.4100000000003,6314.33,10592.63,1,12
41,9889.57,2965.0,6735.45,2,12
41,8990.33,7517.47,11055.949999999999,3,12
41,9025.95,26248.9,7707.54,4,12
42,43039.009999999995,65353.9,93868.82999999999,1,12
42,66763.79999999999,75378.41,88788.41000000002,2,12
42,69548.51000000001,86231.83000000002,84739.15000000001,3,12
42,71911.02,84621.07,27179.01,4,12
44,47880.44,71201.97,92704.47,1,12
44,80488.93000000001,80989.16,88459.12999999999,2,12
44,77158.99,85134.2,82943.95999999999,3,12
44,113651.89,110685.54,34475.07,4,12
45,246.89999999999998,132.6,83.79,1,12
45,394.98,314.1000000000001,234.76,2,12
45,265.65000000000003,275.30999999999995,0.0,3,12
46,230700.6,353767.69,451432.6199999999,1,12
46,400043.83999999997,464019.0,502764.32,2,12
46,363681.6699999999,451690.81,444465.76999999996,3,12
46,423599.18,477264.80000000005,127789.69,4,12
47,-518.14,-638.0,925.0,1,12
47,-58.0,-147.0,-498.14,2,12
49,2.9700000000000006,-15.0,462.02000000000004,1,12
49,-3.0,-68.0,867.24,2,12
49,0.0,68.30999999999999,74.25,3,12
49,0.0,109.62,-5.97,4,12
52,34195.01,44211.02,50726.94,1,12
52,55557.880000000005,52469.030000000006,50444.06,2,12
52,44239.97,46207.73,39483.11,3,12
52,55500.229999999996,58610.69,12754.93,4,12
54,3118.0,817.26,823.56,1,12
54,3881.0,1010.96,488.4800000000001,2,12
54,3159.0,836.9999999999999,350.84000000000003,3,12
54,1899.58,1066.56,189.4,4,12
55,155198.18000000002,189725.47,187327.83000000002,1,12
55,177843.37,157718.12,128492.96999999999,2,12
55,158746.44,145107.29,116912.65000000001,3,12
55,295700.76,273917.93999999994,40959.28,4,12
56,9856.85,11883.03,13909.710000000001,1,12
56,27283.530000000006,30317.329999999998,26442.849999999995,2,12
56,3443.42,6180.300000000001,4203.78,3,12
56,5171.81,3867.39,499.39,4,12
58,26619.0,19186.97,24612.5,1,12
58,43554.0,20690.0,36115.0,2,12
58,41999.97,23017.5,57570.0,3,12
58,26098.0,23387.5,10700.0,4,12
59,11197.02,12023.990000000002,6226.12,1,12
59,13921.57,7600.679999999999,3713.9900000000007,2,12
59,11326.63,7304.939999999999,3288.56,3,12
59,73110.95,28112.34,926.71,4,12
60,3616.7999999999993,4945.599999999999,5727.4,1,12
60,5779.800000000001,5577.4,4959.0,2,12
60,4716.8,6335.999999999999,4535.0,3,12
60,6196.999999999999,6248.0,1350.0,4,12
67,53983.939999999995,71241.84,81840.42999999998,1,12
67,91293.62,99318.15999999999,97661.36,2,12
67,60650.03,67077.92,64712.47,3,12
67,87421.84,91331.23000000001,23423.4,4,12
71,79211.03000000001,104528.39,134934.25000000003,1,12
71,96877.55000000002,90712.98999999999,93453.29,2,12
71,89551.24999999999,100420.74000000002,91402.39,3,12
71,85903.82,94906.70000000001,29044.19,4,12
72,642336.09,819565.39,858377.1399999999,1,12
72,725162.9000000001,680126.99,674001.4199999998,2,12
72,652611.6000000001,628243.1900000002,603182.15,3,12
72,1096175.48,1077683.66,199213.77000000002,4,12
74,178909.22,237292.75,277002.63999999996,1,12
74,239360.05000000002,227658.51000000007,223021.29999999996,2,12
74,232468.22000000003,222713.11000000002,207499.57,3,12
74,220571.43999999997,213459.11,62170.450000000004,4,12
77,0.0,0.0,659.52,1,12
78,24.0,0.0,11.0,2,12
79,389752.48000000004,531093.6200000001,613837.11,1,12
79,577757.7999999999,561582.42,576621.38,2,12
79,552332.76,586452.4299999999,554776.49,3,12
79,550924.7000000001,526478.8,166048.28999999998,4,12
80,140.54,219.25000000000003,501.08000000000004,1,12
80,504.80000000000007,510.05,1126.07,2,12
80,537.2600000000001,429.33,2533.1000000000004,3,12
80,392.96,608.01,460.59000000000003,4,12
81,50171.52,91717.91999999998,101213.96,1,12
81,83259.47999999998,100708.25,97442.54000000001,2,12
81,96210.87999999999,103151.65000000002,97224.57,3,12
81,103257.08999999998,93930.37000000001,26414.350000000002,4,12
82,114255.52000000002,171047.67,211098.66,1,12
82,172201.59999999998,191037.15,211215.51000000004,2,12
82,165371.71000000002,203287.23000000004,203445.96000000002,3,12
82,232876.05000000002,243477.54999999996,62082.75,4,12
83,1471.74,2225.5800000000004,3339.4800000000005,1,12
83,2730.34,2648.84,2996.5600000000004,2,12
83,2951.0000000000005,2108.35,2996.96,3,12
83,3054.28,2101.9500000000003,1131.22,4,12
85,20252.340000000004,26130.670000000002,25456.85,1,12
85,30523.76,32727.499999999996,30300.84,2,12
85,31748.510000000006,33077.5,25860.740000000005,3,12
85,33319.72,31897.059999999998,5336.5,4,12
87,93096.69999999998,125913.76000000002,166370.78,1,12
87,134958.12,134438.79,167436.17999999996,2,12
87,141488.36000000002,152826.99,174145.0,3,12
87,145208.9,148509.39,53308.189999999995,4,12
90,72991.74,126439.28999999998,170708.08000000002,1,12
90,122881.52000000002,139988.43,157348.41,2,12
90,123023.29000000001,167066.39999999997,152328.57,3,12
90,137729.92,165150.25000000003,45949.19,4,12
91,51985.96,73134.27,91367.47000000002,1,12
91,92321.78,94552.05000000002,98498.09000000001,2,12
91,93118.14000000001,103955.4,91612.25,3,12
91,73573.12,80203.09999999999,25195.699999999997,4,12
92,176652.56,302293.29000000004,386710.4,1,12
92,289892.13,302583.20999999996,322830.5,2,12
92,298694.74,332388.97,324854.35,3,12
92,337353.20999999996,352110.52999999997,103247.79000000001,4,12
93,3308.1200000000003,4524.7,9226.47,1,12
93,6096.049999999999,7651.160000000001,9495.400000000001,2,12
93,6095.419999999999,8815.640000000001,8653.27,3,12
93,5902.31,8340.74,2385.02,4,12
94,1440.9,3436.32,5639.57,1,12
94,4279.140000000001,9753.380000000001,4804.89,2,12
94,-165.93000000000004,1865.53,406.65,3,12
94,879.36,3729.3300000000004,1233.58,4,12
95,301774.69,485718.43,549259.85,1,12
95,665232.22,605428.5399999999,598745.31,2,12
95,615305.0300000001,646875.04,566988.53,3,12
95,503998.89999999997,510977.47,156733.02,4,12
96,0.0,0.0,-9.469999999999999,1,12
96,0.0,0.0,127.98,2,12
96,0.0,0.0,-13.009999999999998,3,12
96,0.0,2.0,2.0,4,12
97,17897.51,26828.070000000003,30949.700000000004,1,12
97,32329.800000000003,29340.97,31809.239999999998,2,12
97,34509.409999999996,35335.409999999996,32770.56,3,12
97,31350.97000000001,29934.079999999994,9414.23,4,12
98,7605.75,8113.14,12141.869999999999,1,12
98,10026.710000000001,11757.780000000002,8213.380000000001,2,12
98,7942.77,11015.880000000001,6251.07,3,12
98,9096.32,12721.399999999996,2022.1399999999999,4,12
99,0.0,0.0,29.88,3,12
1,386895.82,476862.79000000004,602784.15,1,13
1,561479.1,692548.7000000001,629630.8500000001,2,13
1,411766.12999999995,483377.91000000003,469872.80000000005,3,13
1,896869.6099999999,887796.1799999999,224041.09,4,13
2,588765.41,884957.3400000001,984060.7799999999,1,13
2,963754.7899999999,958223.5,1006777.74,2,13
2,992611.3099999999,1080251.19,1033060.5699999998,3,13
2,1064129.9400000002,1057015.22,303006.49,4,13
3,154084.58,251679.00999999998,281402.79,1,13
3,209171.93000000002,221908.50000000003,214448.21,2,13
3,543376.8700000001,602823.18,623374.4099999999,3,13
3,281451.8,280629.65,70326.26,4,13
4,308832.95999999996,480371.30000000005,557289.05,1,13
4,513774.7900000001,527517.5,585067.34,2,13
4,539770.11,621021.61,609479.1799999999,3,13
4,582710.6399999999,584687.99,176025.91999999998,4,13
5,504484.09,594071.9199999999,673396.22,1,13
5,738022.3799999999,697319.3500000001,583527.1299999999,2,13
5,497263.83999999997,563694.91,561065.11,3,13
5,1351395.57,1157475.06,198816.09,4,13
6,69031.26,70575.72,59092.759999999995,1,13
6,130770.75,104970.87000000001,76193.47,2,13
6,118220.84,96242.08,75043.54999999999,3,13
6,179013.49000000002,128882.91,19778.559999999998,4,13
7,343001.07,426558.26,484044.39999999997,1,13
7,748816.26,774699.2499999999,831164.44,2,13
7,671665.3099999999,741066.8300000002,659387.27,3,13
7,1402860.05,1319540.8599999999,162429.62,4,13
8,298613.71,440903.61000000004,473615.5900000001,1,13
8,466809.64,459425.47000000003,463940.11999999994,2,13
8,442420.16,479408.36999999994,468615.49,3,13
8,540188.62,493868.13,154349.21000000002,4,13
9,228269.44999999998,263649.07,334041.13,1,13
9,644386.7500000001,589191.39,687785.05,2,13
9,708436.1699999999,764802.3500000001,631349.49,3,13
9,458750.3400000001,450760.07000000007,135390.4,4,13
10,194845.15999999997,286780.16000000003,333430.29000000004,1,13
10,372210.38,355948.69999999995,406929.44999999995,2,13
10,409397.44000000006,456737.23,426471.08,3,13
10,435792.56999999995,393954.1,136262.16999999998,4,13
11,172991.49000000002,242783.66999999998,261865.09,1,13
11,259192.59000000003,247759.71,273930.82999999996,2,13
11,273247.95,286372.85,274996.91,3,13
11,336671.36,324883.05,88457.43999999999,4,13
12,60204.240000000005,77161.29000000001,90278.61,1,13
12,110326.86,106287.0,112626.09999999998,2,13
12,116879.99,123527.33,113517.97,3,13
12,94884.69,95300.12,32516.39,4,13
13,383440.95000000007,575980.1900000001,629100.4199999999,1,13
13,600631.24,582575.1,608981.2400000002,2,13
13,621820.0800000001,692022.2499999999,667692.2700000001,3,13
13,646436.87,613790.48,198459.91,4,13
14,209836.01,275292.60000000003,304676.36,1,13
14,308892.98,298230.25,337999.51,2,13
14,284251.79000000004,304664.89999999997,328184.02,3,13
14,532754.36,486335.97,101027.37000000001,4,13
16,73805.61,74228.54,128547.6,1,13
16,589148.58,529199.42,644661.3200000001,2,13
16,320879.4799999999,346391.31,281051.57,3,13
16,88022.11,80889.23999999999,25709.16,4,13
17,175574.77000000002,214636.22,212321.1,1,13
17,226421.90000000002,210418.00999999998,196753.19,2,13
17,230183.86000000002,221067.18999999997,205455.68,3,13
17,299204.36,271136.74,69828.58,4,13
18,76674.25,88343.34000000001,108731.43,1,13
18,61179.56,83617.79999999999,69149.35,2,13
18,22991.769999999997,38075.880000000005,35385.19,3,13
18,623303.6699999999,648897.9100000001,134247.65,4,13
19,30874.039999999997,46764.91,47650.659999999996,1,13
19,47343.06,49396.450000000004,48284.259999999995,2,13
19,54870.15,55403.380000000005,36419.84,3,13
19,74215.71,61954.060000000005,15956.91,4,13
20,87358.57,100347.56,109143.35,1,13
20,131196.22,117406.73,115720.65,2,13
20,116973.65,122750.64000000001,120171.13000000002,3,13
20,106105.11,99237.98999999999,29411.43,4,13
21,74665.92,101226.47,105423.05000000002,1,13
21,130027.73999999999,118421.57999999999,106114.05,2,13
21,117967.69,109292.65,100334.76000000001,3,13
21,158408.14999999997,149085.48,32776.51,4,13
22,152839.82,201836.84000000003,202831.75,1,13
22,188814.16999999998,184927.19000000003,176565.26,2,13
22,203097.76,208775.36000000004,213771.64,3,13
22,284083.16,271525.13,67141.16,4,13
23,210573.33000000002,282673.23,325134.52999999997,1,13
23,382868.39,369208.26999999996,423032.88,2,13
23,372395.88,385836.74999999994,380547.69999999995,3,13
23,536769.86,524959.7499999999,126924.43,4,13
24,80698.84999999999,91032.7,109127.35999999999,1,13
24,113644.15000000001,109027.73,119643.99,2,13
24,130293.04000000001,143897.18,146624.18999999997,3,13
24,197570.3,199851.43,49620.49,4,13
25,106758.93000000001,135729.36,173391.47,1,13
25,205693.98,202725.87000000002,216728.92,2,13
25,188519.25,196258.76,187549.83000000002,3,13
25,252679.31999999995,233659.74999999997,71307.70000000001,4,13
26,112348.26,140725.61,139782.13,1,13
26,157944.06,157152.80000000002,160102.25,2,13
26,149544.33,157732.06,144403.19999999998,3,13
26,246091.47999999998,223983.22999999998,63311.630000000005,4,13
27,21558.750000000004,29658.35,35339.009999999995,1,13
27,25653.7,25924.65,28684.97,2,13
27,25190.79,27864.069999999996,32353.71,3,13
27,57485.22,59789.3,14452.5,4,13
28,16164.98,21135.06,20714.75,1,13
28,17650.0,16409.27,15326.239999999998,2,13
28,12274.779999999999,13112.09,11281.940000000002,3,13
28,25922.8,24190.79,7502.6,4,13
29,47549.41999999999,63839.03,71030.84000000001,1,13
29,67936.73,67891.11,71580.97999999998,2,13
29,73440.21,84743.28000000001,78202.84,3,13
29,107483.71,120314.6,25726.960000000003,4,13
30,35755.41,51871.46,53862.009999999995,1,13
30,66687.29,62618.36,66255.1,2,13
30,63656.56999999999,69512.04,59260.53,3,13
30,49926.08,50513.02,16493.69,4,13
31,19781.879999999997,35943.79,36328.119999999995,1,13
31,36666.869999999995,44930.310000000005,41325.56999999999,2,13
31,66625.69,72599.34,75340.37999999999,3,13
31,61966.49999999999,59459.00000000001,17849.239999999998,4,13
32,77970.03,103862.13,117432.28,1,13
32,125276.3,129505.67000000001,154619.89,2,13
32,121576.78,130601.33,134263.27,3,13
32,165327.69999999998,168648.00999999998,34406.73,4,13
33,82951.59000000001,100666.47,105636.54000000001,1,13
33,124323.02000000002,120245.24999999999,116084.74,2,13
33,144996.37999999998,147014.28,153904.05,3,13
33,207516.81,203447.20000000004,51599.08,4,13
34,164151.22999999998,191864.49000000002,223465.07,1,13
34,265632.92,240843.53,313111.86000000004,2,13
34,243775.09000000003,252052.18,274492.33,3,13
34,251215.74000000002,244646.38,80535.6,4,13
35,26536.010000000002,36423.33,42645.9,1,13
35,54922.96,60107.99999999999,61549.05999999999,2,13
35,46323.81,51150.01,38687.16,3,13
35,48260.07,44068.29,12787.480000000001,4,13
36,11260.5,17368.5,18517.35,1,13
36,41738.48,42640.5,35518.54,2,13
36,28276.010000000002,70600.34,8614.18,3,13
36,29851.1,41863.2,6227.24,4,13
37,30966.84,44042.92,41571.63,1,13
37,48763.049999999996,41926.579999999994,41401.39,2,13
37,51071.46,47984.04000000001,44292.23,3,13
37,52208.61,43796.81,14038.47,4,13
38,646325.42,974057.27,1224906.34,1,13
38,971400.2299999999,1090579.62,1171854.79,2,13
38,943979.76,1192947.0599999998,1137286.97,3,13
38,1102150.52,1122736.5,360258.62,4,13
40,653428.8799999999,964566.2200000001,1084958.49,1,13
40,987544.8200000001,985859.1699999998,1038145.7400000002,2,13
40,951054.32,1040007.2399999999,1029614.7699999999,3,13
40,1072069.08,993109.8899999999,318221.24000000005,4,13
41,5619.389999999999,20745.73,21003.9,1,13
41,17267.199999999997,18366.5,16511.34,2,13
41,41518.95,50553.979999999996,41241.47,3,13
41,90062.57,59170.62,12279.380000000001,4,13
42,60494.16,87138.74000000002,101951.53000000001,1,13
42,104717.93999999999,100214.54000000001,110402.30999999998,2,13
42,109000.94999999998,119752.14,112058.46,3,13
42,106337.22999999998,101213.87999999999,32988.44,4,13
44,83749.19,115665.69,122219.38,1,13
44,129946.29000000002,121193.92999999998,117458.26999999999,2,13
44,117614.34,122604.4,121301.94,3,13
44,195552.75999999995,174509.00999999998,46814.55,4,13
45,226.64999999999998,103.96,161.4,1,13
45,313.17,328.76,38.85,2,13
45,104.55,189.10000000000002,227.01,3,13
45,150.33999999999997,167.78,29.88,4,13
46,304102.28,458269.69,526414.3200000001,1,13
46,527644.54,558457.01,606756.1299999999,2,13
46,519091.14999999997,558597.9600000001,543868.1899999998,3,13
46,579394.38,587813.56,153035.54,4,13
47,402.97,79.97,1173.0,1,13
47,0.0,0.0,20.0,2,13
47,0.0,0.0,-98.0,3,13
48,11737.0,14465.0,16536.0,1,13
48,16017.0,15468.29,13873.0,2,13
48,14720.0,13766.0,7860.0,3,13
48,26417.989999999998,25536.979999999996,7282.0,4,13
49,99911.51,120517.79000000001,134200.02,1,13
49,109653.84,116680.28000000001,113768.54000000002,2,13
49,114162.54999999999,127409.56999999999,119114.59999999999,3,13
49,123267.88,105764.35,32139.98,4,13
50,22772.0,31198.0,32084.0,1,13
50,21879.0,29418.0,26912.0,2,13
50,29643.0,30608.0,30092.0,3,13
50,25654.0,24439.25,6439.5,4,13
51,303.84000000000003,-14.84,7.12,1,13
52,42496.08,54414.19,53925.70999999999,1,13
52,57925.90999999999,59251.49,51448.96,2,13
52,52504.119999999995,57384.61,44238.920000000006,3,13
52,82106.50000000001,80558.70000000001,18596.19,4,13
54,1543.0,1108.24,870.0199999999999,1,13
54,3513.0,943.9599999999999,708.64,2,13
54,2640.5,869.7199999999999,398.08,3,13
54,2136.3600000000006,1223.1399999999999,142.94,4,13
55,181999.28,227230.57000000004,214028.08000000002,1,13
55,232158.47,216317.65000000002,173399.15000000002,2,13
55,193985.13,179851.44,156285.72,3,13
55,538882.86,496907.1,56909.64,4,13
56,24698.1,27059.11,38343.32000000001,1,13
56,202647.43,228050.0,241329.94999999995,2,13
56,60030.240000000005,49682.18999999999,37057.68,3,13
56,25672.859999999997,20328.460000000003,10551.07,4,13
58,65869.0,66949.97,90755.0,1,13
58,107354.0,74637.97,88015.0,2,13
58,102861.0,99847.5,121820.0,3,13
58,88099.97,117334.47,49197.97,4,13
59,10038.85,11513.089999999998,6627.07,1,13
59,13816.259999999998,7794.160000000001,5376.33,2,13
59,11540.630000000001,7267.57,4914.200000000001,3,13
59,78642.87999999999,30983.019999999997,1366.54,4,13
60,7452.6,10414.8,11306.0,1,13
60,12468.800000000001,11792.0,12266.4,2,13
60,10741.2,13112.000000000002,11024.4,3,13
60,16302.2,15760.8,3348.0,4,13
67,137738.25,181080.11,206050.18000000002,1,13
67,255012.25,256492.53,267970.03,2,13
67,163708.08,173838.29,180675.61,3,13
67,217229.62,221377.53999999998,58182.49,4,13
71,102551.36,130283.15999999999,136361.5,1,13
71,123557.48000000001,110792.59,113246.17000000003,2,13
71,140504.13000000003,129959.53999999998,127801.92000000001,3,13
71,120099.56,122820.32,32447.049999999996,4,13
72,717030.7499999999,1002271.0,1063436.29,1,13
72,857850.28,878218.4400000002,861729.8600000001,2,13
72,856714.5599999999,889989.6100000001,843455.6900000001,3,13
72,1439219.9,1337041.41,281086.3,4,13
74,236467.55000000002,368493.4199999999,391581.91000000003,1,13
74,368276.61000000004,351081.83999999997,353276.57000000007,2,13
74,435487.33999999997,426424.1400000001,438792.33999999997,3,13
74,405222.23,369687.6,113761.82,4,13
79,457808.79999999993,640040.5700000001,697972.0800000001,1,13
79,700107.3999999999,673417.2999999999,698250.5099999999,2,13
79,708833.78,722698.1200000001,702223.2599999999,3,13
79,734779.77,679780.89,211419.40000000002,4,13
80,146281.18,212720.28999999998,248606.86000000002,1,13
80,241713.01999999996,240115.86000000002,267795.16000000003,2,13
80,239851.38,259055.45,259929.49000000002,3,13
80,259552.71000000002,246973.46999999997,76450.57,4,13
81,248990.78000000003,384606.12,437687.61000000004,1,13
81,425743.49,434229.78,474402.46,2,13
81,420870.49000000005,513828.52999999997,469626.85000000003,3,13
81,404480.89999999997,410260.18999999994,133775.58,4,13
82,191099.13,332163.48000000004,369604.52,1,13
82,350338.52999999997,423935.29,433615.76999999996,2,13
82,349666.83,434072.3099999999,420351.44999999995,3,13
82,606237.1,625706.33,127802.63,4,13
83,47834.42,64306.00999999999,78123.39000000001,1,13
83,68753.03,61591.76999999999,65816.50000000001,2,13
83,63182.74,63740.429999999986,60538.670000000006,3,13
83,66768.01,63194.18,16467.34,4,13
85,34442.03,47583.18,50752.85999999999,1,13
85,66547.61,57108.23,59291.04,2,13
85,65771.31,63022.84000000001,51226.689999999995,3,13
85,88256.68999999999,85706.36,17634.809999999998,4,13
87,98869.34,161083.03999999998,221615.32,1,13
87,152944.56,180711.12,220374.63999999998,2,13
87,181732.42,219149.71000000002,241342.94999999995,3,13
87,194395.75999999998,246604.2,78479.67,4,13
90,851784.48,1345947.66,1623299.2999999998,1,13
