Store,Dept,Month,Quarter,Monthly_2010,Monthly_2011,Monthly_2012
8,17,11,4,34255.86,32483.68,27526.214319999974
8,18,11,4,59860.35,59682.81999999999,50008.865520000036
8,19,11,4,7773.57,3036.5099999999998,4090.6291199999987
8,20,11,4,13337.539999999999,13913.109999999999,11754.719599999999
8,21,11,4,23018.09,18137.85,15317.389000000003
8,22,11,4,40540.86,34554.770000000004,29455.097399999977
8,23,11,4,87229.87,74818.97,61200.13008000001
8,24,11,4,23976.260000000002,22449.15,18617.664959999987
8,25,11,4,32669.07,28303.870000000003,24561.909119999986
8,26,11,4,38210.89,30530.620000000003,26128.840800000013
8,27,11,4,5953.35,4699.1,4522.54028
8,28,11,4,2392.25,1223.04,1781.0713599999995
8,29,11,4,14544.96,11909.68,9114.656440000015
8,30,11,4,8751.1,7347.01,6789.723839999996
8,31,11,4,5648.06,5158.09,4920.794919999997
8,32,11,4,23955.64,21815.04,18247.912879999985
8,33,11,4,24827.690000000002,23759.579999999998,19499.715279999993
8,34,11,4,42660.53,33619.45999999999,31800.2064
8,35,11,4,9001.0,7460.209999999999,7250.546399999993
8,36,11,4,4466.25,5691.9400000000005,4740.276120000001
8,37,11,4,9574.72,9100.109999999999,8622.590519999998
8,38,11,4,223250.45,244897.55,197541.56960000022
8,40,11,4,162406.58000000002,150262.07,125133.71019999994
8,41,11,4,8216.1,5215.5,5201.610600000001
8,42,11,4,20756.18,20676.29,17708.02719999999
8,44,11,4,16753.16,17316.58,14309.302159999996
8,46,11,4,65354.97,70506.25,58601.6416
8,49,11,4,6857.18,5578.21,6600.915599999998
8,52,11,4,12057.61,9300.029999999999,9098.632999999996
8,54,11,4,252.76,46.8,85.36843999999992
8,55,11,4,47267.83,48203.66,39336.72140000001
8,56,11,4,3229.26,2321.7799999999997,2608.7111999999997
8,58,11,4,16041.0,3660.0,6472.10544
8,59,11,4,6625.639999999999,2258.88,4132.606559999996
8,60,11,4,983.8,924.0000000000001,968.4679600000001
8,67,11,4,14306.95,16972.5,13922.828160000003
8,71,11,4,10833.0,9274.35,9579.125760000012
8,72,11,4,251833.08000000002,268193.52,225771.34384000007
8,74,11,4,35454.270000000004,38103.78,32838.61535999999
8,79,11,4,82683.22,85002.93,70299.48771999995
8,80,11,4,38870.060000000005,37648.020000000004,31619.05880000004
8,81,11,4,52092.96,51372.71,44690.08956000002
8,82,11,4,64178.380000000005,58894.61,50388.09280000006
8,83,11,4,6731.76,8494.5,7286.901759999998
8,85,11,4,9897.35,7335.73,7195.404199999997
8,87,11,4,78915.23999999999,92322.65000000001,84152.22559999987
8,90,11,4,161986.33000000002,181572.89,165597.06127999997
8,91,11,4,123510.5,125473.09999999999,103794.23608
8,92,11,4,282459.83,295767.2,238967.88032000008
8,93,11,4,121374.1,132716.88,111861.74539999996
8,94,11,4,87802.48,94996.29000000001,83995.30507999998
8,95,11,4,235892.72000000003,225921.42,193287.1996399998
8,97,11,4,67395.96,66954.84999999999,56520.06160000001
8,98,11,4,33465.33,35289.93,31081.604879999984
8,99,11,4,0.0,2950.0,4335.723999999998
9,1,11,4,49850.200000000004,57547.07000000001,50909.03143999999
9,2,11,4,88794.31999999999,97462.48999999999,78947.90147999996
9,3,11,4,21596.559999999998,23764.7,18880.81888
9,4,11,4,70271.3,73413.01999999999,62861.07471999997
9,5,11,4,118074.73999999999,129659.07999999999,103137.21528000003
9,6,11,4,27751.29,23203.510000000002,16228.48832000001
9,7,11,4,69707.97,88173.4,71758.4975999999
9,8,11,4,87349.26999999999,87505.52,69825.96959999997
9,9,11,4,57109.75,54690.990000000005,46169.91451999998
9,10,11,4,45194.6,49619.9,40925.855919999995
9,11,11,4,66499.33,65315.07000000001,53456.45271999997
9,12,11,4,23221.91,23425.840000000004,18925.334359999986
9,13,11,4,88851.56,89495.88,73002.11035999995
9,14,11,4,41432.3,47860.71,39145.4322
9,16,11,4,9267.6,12548.0,10755.536119999997
9,17,11,4,17164.11,24634.91,16291.706560000006
9,18,11,4,32315.010000000002,38262.49,30294.92688000004
9,19,11,4,7160.400000000001,6360.59,5604.664519999995
9,20,11,4,9436.14,12238.82,10145.266279999996
9,21,11,4,14851.99,15757.61,12736.646799999999
9,22,11,4,27590.35,26325.63,21151.25936000001
9,23,11,4,57139.04,60659.86,50732.24284000001
9,24,11,4,11800.64,15312.600000000002,11436.380599999997
9,25,11,4,23361.98,22593.18,18388.01051999997
9,26,11,4,21512.97,22564.11,18518.030719999977
9,27,11,4,3940.3,4190.33,4045.7839600000025
9,28,11,4,1658.5,1490.09,1488.6100399999968
9,29,11,4,10376.169999999998,9515.26,8884.56428
9,30,11,4,4065.88,5456.879999999999,5026.277119999998
9,31,11,4,4725.54,6346.18,5904.46384
9,32,11,4,15382.400000000001,18880.629999999997,16479.023159999986
9,33,11,4,12618.900000000001,13791.810000000001,11528.76012
9,34,11,4,23401.41,25695.5,21830.761519999996
9,35,11,4,7596.0,5033.65,5402.246960000003
9,36,11,4,3403.0,4304.969999999999,7047.930440000001
9,38,11,4,310988.69,313655.89,259978.3955200001
9,40,11,4,119430.28,117247.95,104273.72475999988
9,41,11,4,4661.0,5970.3099999999995,5628.871119999999
9,42,11,4,11102.27,12791.439999999999,10185.349879999998
9,44,11,4,14058.81,18290.989999999998,15182.306520000006
9,46,11,4,29542.809999999998,30058.550000000003,24531.226680000007
9,48,11,4,0.0,1877.0,4794.136559999999
9,49,11,4,0.0,246.62999999999997,299.96907999999985
9,52,11,4,6792.02,8501.539999999999,7608.996999999995
9,54,11,4,236.84,94.24,84.86507999999992
9,55,11,4,60877.13,66624.07,53660.960799999986
9,56,11,4,784.0500000000001,1151.79,1331.6441599999987
9,59,11,4,2906.84,430.0,554.0109599999997
9,60,11,4,0.0,343.20000000000005,386.0064
9,67,11,4,12434.869999999999,14458.98,11233.848839999999
9,71,11,4,5895.0,7219.82,6307.74512
9,72,11,4,212801.5,256999.49,225394.13651999953
9,74,11,4,28671.059999999998,33350.18,28065.96983999999
9,79,11,4,46598.78,47737.600000000006,40445.795999999966
9,81,11,4,8508.65,9960.83,9191.03288000001
9,82,11,4,36225.54,40558.18,32217.46464000001
9,85,11,4,3559.64,3151.99,2842.55624
9,87,11,4,55301.09,71215.8,60832.988239999984
9,90,11,4,11552.630000000001,14969.07,11853.267520000001
9,91,11,4,2946.4,3130.5000000000005,3398.389800000004
9,92,11,4,61435.56,79841.89,66237.89747999999
9,94,11,4,2.96,93.16,404.36020000000025
9,95,11,4,90116.29000000001,111352.89000000001,92667.65404000001
9,96,11,4,14668.34,14240.45,13556.208959999993
10,1,11,4,171814.94999999998,181923.46000000002,152332.33128000007
10,2,11,4,423483.82,411052.12000000005,338171.2993200006
10,3,11,4,86703.66,81127.44,68181.86132000003
10,4,11,4,201396.18000000002,197921.58000000002,158156.27068000007
10,5,11,4,372291.14,418313.19999999995,358397.9635200002
10,6,11,4,69402.56,63356.75,52095.84732000005
10,7,11,4,350216.13,403889.39,354919.63492000004
10,8,11,4,349518.80000000005,353443.23,299667.56052000023
10,9,11,4,228050.02000000002,232112.02000000002,189235.54855999994
10,10,11,4,175472.77,187119.67,153556.25499999992
10,11,11,4,137073.4,137312.94,116491.18583999996
10,12,11,4,34776.33,33170.44,29959.990359999963
10,13,11,4,253941.17,245053.97999999998,198375.0390399999
10,14,11,4,206776.85,209193.27000000002,173725.86703999995
10,16,11,4,41425.22,33485.130000000005,33237.91251999997
10,17,11,4,113434.31999999999,116242.29,99482.54696000005
10,18,11,4,140223.29,141750.01,116920.20540000008
10,19,11,4,13313.990000000002,12658.359999999999,10746.978799999993
10,20,11,4,65258.630000000005,63593.03999999999,51838.52267999999
10,21,11,4,40200.829999999994,42913.35,35972.835879999984
10,22,11,4,119128.14000000001,118645.12,99211.78947999982
10,23,11,4,308910.17,320829.85000000003,261617.20360000053
10,24,11,4,93261.43,92051.5,76674.13955999997
10,25,11,4,88560.32,96298.20000000001,76965.22339999993
10,26,11,4,108795.01999999999,113109.37,96153.28895999998
10,27,11,4,21745.08,23329.96,18077.080159999983
10,28,11,4,8299.09,8459.83,7194.7959600000095
10,29,11,4,68487.26,74295.42,60914.946800000034
10,30,11,4,43790.350000000006,38070.15,31523.937920000008
10,31,11,4,20921.850000000002,23298.83,17775.518119999993
10,32,11,4,81180.14000000001,91251.8,75301.86111999997
10,33,11,4,81823.28,89484.07999999999,73137.37663999996
10,34,11,4,195193.9,207297.25,175912.58495999995
10,35,11,4,36730.5,38831.59,31816.297200000023
10,36,11,4,11488.32,11504.7,9753.486000000012
10,37,11,4,16381.670000000002,15613.14,13543.850879999998
10,38,11,4,325101.12,340402.89,284112.27740000014
10,40,11,4,391174.94,376494.68999999994,316682.32691999985
10,41,11,4,51909.25,72376.85,57517.916119999936
10,42,11,4,44349.11,47397.07,39923.00255999999
10,44,11,4,45376.28,44290.03,36714.448079999995
10,45,11,4,95.11,179.55,157.44983999999997
10,46,11,4,218958.77000000002,208446.53999999998,175652.76071999987
10,47,11,4,0.0,98.0,48.28403999999996
10,48,11,4,10255.0,14496.0,11131.390320000004
10,49,11,4,60139.590000000004,68721.81999999999,57782.11128000007
10,50,11,4,14713.0,15930.0,13367.603999999976
10,52,11,4,26359.53,28798.46,20437.70031999999
10,54,11,4,500.20000000000005,339.4,169.72496000000012
10,55,11,4,155420.2,169282.88,147864.86512
10,56,11,4,2319.92,4227.71,4648.31476
10,58,11,4,24782.0,14175.0,13984.254279999992
10,59,11,4,16228.369999999999,5960.25,4897.307720000002
10,60,11,4,1798.6000000000001,2270.3999999999996,1958.1220000000003
10,67,11,4,46251.88,44092.46,36215.90868000002
10,71,11,4,58577.91,67732.04999999999,58933.22252
10,72,11,4,1107982.28,1103298.98,557317.9567200006
10,74,11,4,173567.59,173240.42,147192.73688000004
10,79,11,4,144656.66,147711.71,126800.50803999997
10,80,11,4,681.73,1894.63,2156.225839999998
10,81,11,4,38325.85,39251.630000000005,33359.94368
10,82,11,4,100246.16,96225.1,74886.01679999994
10,83,11,4,881.22,1016.1400000000001,1153.0548000000006
10,85,11,4,11018.5,12057.36,10131.07068
10,87,11,4,87503.95000000001,99169.15,85155.58099999998
10,90,11,4,57739.61,60283.5,51723.05104000003
10,91,11,4,48848.979999999996,49370.02,42105.04711999992
10,92,11,4,234016.25,234158.88,195896.13487999997
10,93,11,4,6015.45,5239.719999999999,7290.418960000015
10,94,11,4,-0.08,48.97,228.32848000000018
10,95,11,4,264330.64999999997,249090.99000000002,207680.08299999984
10,96,11,4,42839.75,51009.51,46020.53635999996
10,97,11,4,21359.940000000002,19708.5,17738.133559999977
10,98,11,4,3444.44,2216.2,3910.3642000000027
11,1,11,4,76771.7,96613.36,77206.24263999994
11,2,11,4,204941.91000000003,222970.76,185587.76215999987
11,3,11,4,45423.479999999996,44380.4,37374.679759999985
11,4,11,4,116123.67000000001,125402.15999999999,101608.96964000011
11,5,11,4,211714.46000000002,241629.54,200322.1206000001
11,6,11,4,38720.36,29560.940000000002,21425.881959999995
11,7,11,4,171899.13,222587.94,185209.62143999973
11,8,11,4,136644.11,142080.39,117259.58000000013
11,9,11,4,60015.24,68614.41,60099.04860000007
11,10,11,4,79503.38,95141.48,78251.68203999997
11,11,11,4,72036.25,69095.53,59844.77712000002
11,12,11,4,16444.59,15992.75,14066.901639999998
11,13,11,4,160092.5,166777.71000000002,143039.21535999997
11,14,11,4,136003.06,132784.83000000002,110458.64972000006
11,16,11,4,17998.649999999998,19575.68,13787.585640000014
11,17,11,4,54999.03,59336.21000000001,50200.97708
11,18,11,4,94820.6,100406.39000000001,81378.86644000001
11,19,11,4,-8.94,6854.34,6114.461520000004
11,20,11,4,38188.25,36260.7,30097.982640000024
11,21,11,4,30501.980000000003,32140.32,26273.834440000028
11,22,11,4,68060.95999999999,79008.75,67454.56711999996
11,23,11,4,149046.77000000002,155513.31,123385.45723999992
11,24,11,4,42616.85,43755.049999999996,36506.39567999998
11,25,11,4,39896.37,49402.08,40447.64527999993
11,26,11,4,62455.759999999995,61024.990000000005,53186.544679999985
11,27,11,4,11319.849999999999,12784.6,10397.371199999996
11,28,11,4,5172.0,5717.969999999999,5123.758119999999
11,29,11,4,35201.65,40454.36,31325.39712
11,30,11,4,22923.93,21123.710000000003,17180.06384
11,31,11,4,11135.15,12063.920000000002,9305.952720000001
11,32,11,4,40295.700000000004,42919.81,36255.71147999998
11,33,11,4,38198.03,42088.33,33642.957480000034
11,34,11,4,91399.66,88165.48999999999,72112.29783999996
11,35,11,4,17496.0,15680.3,13333.315800000004
11,36,11,4,11482.0,7685.07,7876.2539199999965
11,37,11,4,15452.070000000002,16070.440000000002,13891.200279999994
11,38,11,4,279603.27,262448.06,218483.9986000001
11,40,11,4,198429.23,215357.06,175197.85264000006
11,41,11,4,6899.870000000001,5817.68,5583.150200000002
11,42,11,4,23184.57,26809.140000000003,22302.919759999986
11,44,11,4,20468.129999999997,28603.9,21837.85591999998
11,46,11,4,95403.67,101592.20000000001,80788.91020000006
11,49,11,4,24932.03,32363.12,26137.943719999956
11,52,11,4,9525.789999999999,16705.1,14056.730599999997
11,54,11,4,1123.45,302.2,213.4395599999996
11,55,11,4,81822.23000000001,94624.65,77272.45503999997
11,56,11,4,8206.46,6020.76,6099.299520000003
11,58,11,4,18562.0,8057.5,9352.759119999997
11,59,11,4,7206.49,2107.2,6537.217280000006
11,60,11,4,0.0,792.0,1011.2639600000001
11,67,11,4,37758.200000000004,37397.18,30960.885440000024
11,71,11,4,36966.240000000005,42866.29,34489.612479999996
11,72,11,4,444731.70999999996,463960.86,403298.0016400003
11,74,11,4,94754.39,90739.04999999999,74983.77348
11,79,11,4,118183.28,119158.88,96997.05803999993
11,80,11,4,48007.0,54077.16,46770.14500000001
11,81,11,4,55542.159999999996,50840.74,42162.30304
11,82,11,4,92997.99,95348.44,78200.49875999996
11,83,11,4,10279.4,11478.46,10032.936079999998
11,85,11,4,7390.57,7127.92,5971.349840000001
11,87,11,4,48652.76,63952.689999999995,59300.239719999954
11,90,11,4,198996.15000000002,213293.9,169134.04299999998
11,91,11,4,158428.29,166104.08,142819.2651600001
11,92,11,4,345596.46,366325.13,307482.6854800004
11,93,11,4,146762.52000000002,148713.83,130026.33871999993
11,94,11,4,130504.45,140115.55,115976.32479999987
11,95,11,4,284191.82,288426.64,240709.98156000001
11,96,11,4,90776.79000000001,91759.07999999999,78800.76323999994
11,97,11,4,64828.05000000001,61708.11,53199.24292000005
11,98,11,4,48283.82,45484.92999999999,38432.35360000004
11,99,11,4,0.0,5700.0,6016.899839999997
12,1,11,4,75372.95000000001,80978.57999999999,66212.75016
12,2,11,4,267017.32,293748.66000000003,235622.33891999995
12,3,11,4,43266.759999999995,45969.79,39250.71360000003
12,4,11,4,102816.32,106305.45,85976.63863999996
12,5,11,4,176490.99,166151.19,136682.34755999988
12,6,11,4,45180.619999999995,45989.630000000005,38551.51800000003
12,7,11,4,166857.66999999998,207836.49,173584.12204000005
12,8,11,4,170273.31,176509.34999999998,144036.56559999997
12,9,11,4,57586.5,63159.97,50615.50423999996
12,10,11,4,56628.259999999995,68792.99,59923.70044000008
12,11,11,4,71807.11,73659.73000000001,62446.55931999998
12,12,11,4,18355.14,19075.86,13466.601680000002
12,13,11,4,189894.54,187668.69,148872.1825999999
12,14,11,4,98387.07999999999,105445.4,86063.33247999997
12,16,11,4,11570.419999999998,13474.169999999998,11442.559519999995
12,17,11,4,46586.5,52054.47,44432.39087999997
12,18,11,4,91424.40000000001,106886.66,85012.05408000003
12,19,11,4,12903.339999999998,12938.97,10979.651280000004
12,20,11,4,24650.13,23808.26,19363.845039999997
12,21,11,4,17074.54,17399.82,14282.46651999998
12,22,11,4,43019.68,47772.39,39647.32319999996
12,23,11,4,187387.21999999997,184840.62,150677.8958799999
12,24,11,4,57647.17,59940.93,48787.85024000003
12,25,11,4,83933.89,89876.13,73683.48447999998
12,26,11,4,77795.21,81560.52,69236.82604000006
12,27,11,4,9656.02,10221.01,8379.877159999996
12,28,11,4,4058.4599999999996,5218.5199999999995,4968.440920000005
12,29,11,4,35304.03,40875.329999999994,31335.463200000013
12,30,11,4,19520.14,17620.010000000002,14217.94392000001
12,31,11,4,11416.4,11020.18,8320.980160000016
12,32,11,4,36401.09,34307.69,29647.58743999999
12,33,11,4,57707.46000000001,60553.8,48543.72424000002
12,34,11,4,95844.06,96341.44,76172.35531999992
12,35,11,4,13097.9,12114.62,9516.964480000004
12,36,11,4,19544.8,16340.09,13945.331719999991
12,38,11,4,181632.75,211785.24,168949.5126799999
12,40,11,4,179120.9,190062.59000000003,156205.8082399999
12,41,11,4,1705.25,8755.54,8444.038959999998
12,42,11,4,20176.440000000002,26143.72,21390.031519999982
12,44,11,4,28778.800000000003,32219.0,26357.43851999999
12,46,11,4,110183.78,127737.68,107571.10779999997
12,49,11,4,0.0,5.85,118.25304000000014
12,52,11,4,17099.68,19414.72,15720.829000000002
12,54,11,4,434.12,170.04000000000002,88.41471999999992
12,55,11,4,80012.26000000001,100426.97,82351.84783999994
12,56,11,4,439.94,1383.92,2039.5387999999978
12,58,11,4,7590.0,8445.0,7062.428960000004
12,59,11,4,9465.58,3516.89,5752.350720000002
12,60,11,4,1416.8,1478.4,1846.140199999999
12,67,11,4,20159.42,23659.45,18565.815439999995
12,71,11,4,27829.140000000003,29580.15,24193.87768000001
12,72,11,4,497343.45999999996,538719.95,447704.0175999999
12,74,11,4,70568.61,71894.53,59709.32907999997
12,79,11,4,159898.91999999998,164835.21,135906.80004000003
12,80,11,4,149.48,199.5,458.65943999999865
12,81,11,4,29226.53,28528.39,23892.550120000014
12,82,11,4,57983.64000000001,63094.54,53522.34879999994
12,83,11,4,1059.88,699.9,1062.6386400000008
12,85,11,4,8074.2,8881.279999999999,7717.90796
12,87,11,4,39675.41,46929.350000000006,40878.86279999989
12,90,11,4,38865.58,51572.490000000005,48985.22771999997
12,91,11,4,20306.15,24460.180000000004,20799.05244000001
12,92,11,4,102762.61,114877.85,95974.39735999996
12,93,11,4,2054.02,2573.08,3128.129520000008
12,94,11,4,130.5,502.64,1342.5859199999982
12,95,11,4,146117.09,156475.40999999997,131590.72743999993
12,96,11,4,0.0,0.0,81.33635999999998
12,97,11,4,8876.41,9512.44,11170.718800000006
12,98,11,4,2382.0,4085.8599999999997,3339.4299199999923
13,1,11,4,148215.24,178523.16,147349.99904000008
13,2,11,4,287373.94,298227.77,239528.21455999985
13,3,11,4,71099.08,72126.13,61721.70947999995
13,4,11,4,169661.42,187079.41,152945.97360000003
13,5,11,4,380842.02,419313.43000000005,353842.75468000054
13,6,11,4,59365.770000000004,46779.16,37944.06804
13,7,11,4,374952.55000000005,373333.56999999995,313781.67856
13,8,11,4,151114.78999999998,148373.09999999998,119165.42712000002
13,9,11,4,113416.28,121966.95000000001,97273.72452000008
13,10,11,4,131853.52000000002,124487.86,102796.40636000015
13,11,11,4,101477.51999999999,100454.63,84524.50868000004
13,12,11,4,27996.589999999997,26372.84,21549.120399999996
13,13,11,4,186661.40999999997,193006.67,155099.17915999997
13,14,11,4,157173.68,153711.09999999998,123841.77555999989
13,16,11,4,27806.910000000003,24487.530000000002,19935.98127999997
13,17,11,4,84172.35,78914.38,66596.41935999981
13,18,11,4,145292.9,175389.44999999998,148692.6216
13,19,11,4,21862.339999999997,15928.51,14440.204959999997
13,20,11,4,33017.31,31364.09,25722.51792000002
13,21,11,4,39599.0,43589.96,35966.15539999999
13,22,11,4,84253.32,80764.79000000001,66592.42020000002
13,23,11,4,145673.85,146140.72,120774.34547999992
13,24,11,4,62943.21000000001,62456.59,49488.240599999976
13,25,11,4,77047.77,76443.11,62602.594400000045
13,26,11,4,77395.89,71502.29000000001,56281.815199999975
13,27,11,4,14571.21,15417.66,11736.423559999994
13,28,11,4,7118.75,7459.679999999999,6515.756880000002
13,29,11,4,31809.14,32996.340000000004,26886.933479999992
13,30,11,4,12204.309999999998,13442.37,10829.822479999995
13,31,11,4,18960.5,16672.100000000002,12828.723999999995
13,32,11,4,36397.45,35354.19,29055.914240000027
13,33,11,4,62993.28,66146.44,52703.82716
13,34,11,4,70333.05,76143.90000000001,59404.8252000001
13,35,11,4,13380.0,12805.060000000001,10786.26008
13,36,11,4,9946.0,13361.130000000001,10834.171200000008
13,37,11,4,14594.69,14805.1,11690.686679999997
13,38,11,4,312537.02,327267.19,267731.56672000035
13,40,11,4,298875.19,303822.43999999994,247843.8256399999
13,41,11,4,21964.489999999998,13955.380000000001,14215.594479999989
13,42,11,4,31064.98,29766.72,24694.136759999976
13,44,11,4,56464.649999999994,48379.11,37882.17351999999
13,45,11,4,23.88,59.76,50.31976000000006
13,46,11,4,144438.43,156012.22999999998,123334.41587999994
13,48,11,4,5604.99,8336.0,8096.579159999996
13,49,11,4,35651.78,33378.12,29633.26271999998
13,50,11,4,6680.0,7160.25,7185.541640000001
13,52,11,4,24068.72,26425.79,20631.491239999978
13,54,11,4,441.03999999999996,285.9,124.43243999999994
13,55,11,4,162838.18,179049.18,148986.8501200001
13,56,11,4,4872.119999999999,5457.45,5809.963640000003
13,58,11,4,23944.0,30490.0,23464.33588000001
13,59,11,4,11125.779999999999,3965.6099999999997,7035.503759999999
13,60,11,4,3281.0,3625.6,3493.878920000001
13,67,11,4,49851.36,57001.32,45817.958959999996
13,71,11,4,35583.03,38620.36,32114.838359999983
13,72,11,4,498269.07,502145.98000000004,416697.4240800008
13,74,11,4,124950.76000000001,121235.5,98653.14280000003
13,79,11,4,209436.19,209930.95,172068.26268000013
13,80,11,4,72674.88,74183.4,61304.232640000024
13,81,11,4,113745.26,124089.3,96044.59476000004
13,82,11,4,136496.74,140498.84000000003,119148.82315999999
13,83,11,4,17679.43,18171.91,13521.318880000013
13,85,11,4,19494.05,17275.98,13299.69499999999
13,87,11,4,52954.91,70152.13,60521.86684000002
13,90,11,4,458646.88999999996,536498.72,444936.91900000005
13,91,11,4,310795.44,330960.53,267435.19232000003
13,92,11,4,672102.71,790882.76,691937.9504400011
13,93,11,4,204419.15,239409.16999999998,211365.00523999994
13,94,11,4,239595.5,276883.42,229785.32767999975
13,95,11,4,473313.28,525329.92,530297.7116800009
13,96,11,4,33335.68,35112.36,30094.03520000001
13,97,11,4,98944.61,103638.39,84554.06576000004
13,98,11,4,67972.22,70032.91,59840.09779999993
13,99,11,4,0.0,12300.0,10798.731719999992
14,1,11,4,119449.31,128000.90000000001,99953.66236000016
14,2,11,4,298667.92,298078.69,235214.74847999998
14,3,11,4,49474.8,48453.19,39675.342240000005
14,4,11,4,220119.86,216864.71000000002,173127.98107999982
14,5,11,4,253313.19,238391.47999999998,194700.3333999997
14,6,11,4,53402.83,41022.7,34422.891319999995
14,7,11,4,343040.68,399278.09,328089.5105600002
14,8,11,4,219965.94999999998,219266.16,186547.41767999966
14,9,11,4,75381.93,74541.98,61660.07336000002
14,10,11,4,75512.48,83136.69,68065.32879999996
14,11,11,4,83782.98,81210.95999999999,67727.90267999997
14,12,11,4,22643.14,19754.29,14044.617480000012
14,13,11,4,249061.66999999998,237576.56,195670.98471999957
14,14,11,4,155363.55,150150.34,121509.92903999992
14,16,11,4,14401.02,16897.49,13553.086799999994
14,17,11,4,113457.95999999999,108469.4,90405.72584000001
14,18,11,4,140662.96999999997,142761.0,114572.49872000013
14,19,11,4,2323.25,10180.060000000001,9301.914799999995
14,20,11,4,47515.21,43067.92,35562.76808000003
14,21,11,4,38498.950000000004,40088.36,32118.839280000015
14,22,11,4,90153.39000000001,88392.42000000001,70154.39619999999
14,23,11,4,168077.03,169223.39,145455.68531999996
14,24,11,4,47122.03999999999,44156.119999999995,36759.00768000004
14,25,11,4,61284.71000000001,67731.44,56718.73776000007
14,26,11,4,68605.48000000001,63128.97,48416.767919999926
14,27,11,4,12628.09,12772.27,10484.76707999999
14,28,11,4,7280.27,7409.320000000001,6258.307959999999
14,29,11,4,49031.78999999999,49025.22,39946.79847999996
14,30,11,4,22211.940000000002,20989.690000000002,17238.69507999999
14,31,11,4,15313.14,12888.88,10752.470399999995
14,32,11,4,53306.01,50887.93,41476.14975999999
14,33,11,4,46435.06,45508.71,37747.48196
14,34,11,4,95178.22,82171.02,71060.10231999998
14,35,11,4,16875.5,16274.199999999999,13232.31607999999
14,36,11,4,10902.5,7513.25,7738.415279999995
14,38,11,4,429606.76,381642.18,308144.54304
14,40,11,4,278336.49,269535.45,225018.66355999996
14,41,11,4,18861.94,14533.09,12212.9696
14,42,11,4,30649.18,33739.59,27704.394559999982
14,44,11,4,26822.26,24933.81,19780.334599999984
14,46,11,4,118325.79000000001,115663.37000000001,94616.55019999997
14,49,11,4,42019.16,42325.04,34805.86936000001
14,50,11,4,7803.0,7121.0,6140.287719999993
14,51,11,4,5.92,0.0,78.80619999999992
14,52,11,4,9879.86,13371.98,10736.157120000007
14,54,11,4,432.20000000000005,203.74,85.51088000000001
14,55,11,4,143954.88,169392.28999999998,148195.42839999998
14,56,11,4,4634.48,5418.47,5535.765640000005
14,58,11,4,29524.0,37092.5,30401.500160000014
14,59,11,4,13187.630000000001,2918.46,7765.22184
14,60,11,4,1591.4,1425.6,1675.8693199999989
14,67,11,4,50294.11,51042.6,41822.175919999994
14,71,11,4,40769.759999999995,37992.27,30596.713559999997
14,72,11,4,760534.38,758716.92,570165.0495200002
14,74,11,4,112030.62000000001,112684.13,91245.10055999998
14,79,11,4,148780.78,143937.43,120355.28028
14,80,11,4,142304.01,139107.58000000002,111776.07976000002
14,81,11,4,166868.91,154281.84999999998,128378.86952000005
14,82,11,4,111666.79,119009.26000000001,95179.16200000001
14,83,11,4,43993.81,37272.08,30352.9326
14,85,11,4,10742.689999999999,8442.39,7742.242359999988
14,87,11,4,66193.35,78364.81,66758.94431999998
14,90,11,4,457159.47000000003,453836.1,397723.7444799998
14,91,11,4,380086.75,351173.31,276376.44460000016
14,92,11,4,825887.0399999999,826406.43,630083.638999999
14,93,11,4,273661.12,253388.95,209996.5575599999
14,94,11,4,250045.16000000003,227527.77,192147.12843999994
14,95,11,4,546441.81,524419.84,475918.9872400011
14,96,11,4,0.0,0.0,100.38916000000005
14,97,11,4,98974.25,94919.98000000001,76460.47711999992
14,98,11,4,77966.23999999999,79431.81999999999,65581.63471999999
14,99,11,4,0.0,3450.0,3191.9279199999974
15,1,11,4,50390.1,58330.31,48032.43316000007
15,2,11,4,95806.46,100062.18000000001,78849.92347999995
15,3,11,4,30768.04,29127.54,22195.390519999997
15,4,11,4,52983.93,53274.020000000004,42143.06140000003
15,5,11,4,132839.8,140459.9,110634.23180000001
15,6,11,4,35058.3,28584.14,20356.732000000007
15,7,11,4,152847.7,157488.11,125497.11843999987
15,8,11,4,82875.37,81995.39,68823.17468000005
15,9,11,4,55334.48999999999,55388.9,44052.69948000003
15,10,11,4,43191.229999999996,45315.77,37805.478440000006
15,11,11,4,58279.93,52678.26,42587.588239999975
15,12,11,4,11980.87,11787.82,9866.47228
15,13,11,4,74110.03,70374.01000000001,58472.29523999992
15,14,11,4,79515.6,67157.95999999999,54129.435039999946
15,16,11,4,8133.87,8499.85,8513.13412000001
15,17,11,4,52062.14,52326.07,41423.952120000016
15,18,11,4,69955.68,73216.54000000001,59307.441119999996
15,19,11,4,5350.32,4052.53,4017.6703600000033
15,20,11,4,18993.11,18126.7,13860.750840000004
15,21,11,4,13764.3,13327.34,11669.313679999992
15,22,11,4,40883.39,40281.67,31917.242320000027
15,23,11,4,101075.87,97143.4,72890.79563999995
15,24,11,4,23645.72,25118.769999999997,19816.29768000001
15,25,11,4,37284.42,36138.46,28933.20124000001
15,26,11,4,28468.879999999997,25560.97,20473.75091999999
15,27,11,4,8171.83,7902.48,6687.650439999995
15,28,11,4,4084.01,3745.39,3273.661439999998
15,29,11,4,20739.920000000002,20443.559999999998,16494.241799999974
