Store,Dept,Year,Quarter,Month,Weekly_Sales,Date
6,36,2010,3,7,30727.5,2010-07-01
6,36,2010,3,8,9900.0,2010-08-01
6,36,2010,3,9,4130.0,2010-09-01
6,36,2010,4,10,4611.0,2010-010-01
6,36,2010,4,11,9852.0,2010-011-01
6,36,2010,4,12,14789.0,2010-012-01
6,36,2011,1,1,3820.0,2011-01-01
6,36,2011,1,2,2716.0,2011-02-01
6,36,2011,1,3,13152.0,2011-03-01
6,36,2011,2,4,19156.0,2011-04-01
6,36,2011,2,5,21155.0,2011-05-01
6,36,2011,2,6,34456.0,2011-06-01
6,36,2011,3,7,34421.0,2011-07-01
6,36,2011,3,8,6153.76,2011-08-01
6,36,2011,3,9,2365.26,2011-09-01
6,36,2011,4,10,4487.9400000000005,2011-010-01
6,36,2011,4,11,7672.0,2011-011-01
6,36,2011,4,12,16777.28,2011-012-01
6,36,2012,1,1,3776.4,2012-01-01
6,36,2012,1,2,9244.029999999999,2012-02-01
6,36,2012,1,3,15725.900000000001,2012-03-01
6,36,2012,2,4,18589.0,2012-04-01
6,36,2012,2,5,21867.0,2012-05-01
6,36,2012,2,6,42812.5,2012-06-01
6,36,2012,3,7,27541.8,2012-07-01
6,36,2012,3,8,8567.96,2012-08-01
6,36,2012,3,9,4256.71,2012-09-01
6,36,2012,4,10,4923.73,2012-010-01
6,37,2010,1,2,19097.25,2010-02-01
6,37,2010,1,3,17654.37,2010-03-01
6,37,2010,2,4,21636.15,2010-04-01
6,37,2010,2,5,17742.489999999998,2010-05-01
6,37,2010,2,6,17457.42,2010-06-01
6,37,2010,3,7,21009.370000000003,2010-07-01
6,37,2010,3,8,15769.25,2010-08-01
6,37,2010,3,9,14818.77,2010-09-01
6,37,2010,4,10,18593.39,2010-010-01
6,37,2010,4,11,14836.52,2010-011-01
6,37,2010,4,12,19054.76,2010-012-01
6,37,2011,1,1,14401.74,2011-01-01
6,37,2011,1,2,15487.690000000002,2011-02-01
6,37,2011,1,3,16345.150000000001,2011-03-01
6,37,2011,2,4,17716.329999999998,2011-04-01
6,37,2011,2,5,14661.18,2011-05-01
6,37,2011,2,6,15109.56,2011-06-01
6,37,2011,3,7,17692.09,2011-07-01
6,37,2011,3,8,16645.260000000002,2011-08-01
6,37,2011,3,9,19962.8,2011-09-01
6,37,2011,4,10,15443.41,2011-010-01
6,37,2011,4,11,15051.06,2011-011-01
6,37,2011,4,12,17661.61,2011-012-01
6,37,2012,1,1,14379.27,2012-01-01
6,37,2012,1,2,16005.82,2012-02-01
6,37,2012,1,3,18990.010000000002,2012-03-01
6,37,2012,2,4,14681.6,2012-04-01
6,37,2012,2,5,14901.699999999999,2012-05-01
6,37,2012,2,6,19413.84,2012-06-01
6,37,2012,3,7,15440.600000000002,2012-07-01
6,37,2012,3,8,19013.44,2012-08-01
6,37,2012,3,9,16398.230000000003,2012-09-01
6,37,2012,4,10,16310.849999999999,2012-010-01
6,38,2010,1,2,404142.49,2010-02-01
6,38,2010,1,3,405926.07,2010-03-01
6,38,2010,2,4,489799.26,2010-04-01
6,38,2010,2,5,381804.12,2010-05-01
6,38,2010,2,6,363998.83,2010-06-01
6,38,2010,3,7,439303.1,2010-07-01
6,38,2010,3,8,319865.26999999996,2010-08-01
6,38,2010,3,9,280171.96,2010-09-01
6,38,2010,4,10,352840.30999999994,2010-010-01
6,38,2010,4,11,271394.64,2010-011-01
6,38,2010,4,12,375443.62999999995,2010-012-01
6,38,2011,1,1,340105.13,2011-01-01
6,38,2011,1,2,311839.79,2011-02-01
6,38,2011,1,3,301704.52,2011-03-01
6,38,2011,2,4,384021.88999999996,2011-04-01
6,38,2011,2,5,300786.89,2011-05-01
6,38,2011,2,6,291269.79,2011-06-01
6,38,2011,3,7,376797.11,2011-07-01
6,38,2011,3,8,280521.06999999995,2011-08-01
6,38,2011,3,9,359784.7799999999,2011-09-01
6,38,2011,4,10,308898.79000000004,2011-010-01
6,38,2011,4,11,294389.33,2011-011-01
6,38,2011,4,12,389845.87999999995,2011-012-01
6,38,2012,1,1,334443.52,2012-01-01
6,38,2012,1,2,305577.96,2012-02-01
6,38,2012,1,3,409241.4,2012-03-01
6,38,2012,2,4,305727.45999999996,2012-04-01
6,38,2012,2,5,300925.62,2012-05-01
6,38,2012,2,6,343455.4,2012-06-01
6,38,2012,3,7,299983.73,2012-07-01
6,38,2012,3,8,352256.13,2012-08-01
6,38,2012,3,9,287936.77999999997,2012-09-01
6,38,2012,4,10,267760.83,2012-010-01
6,40,2010,1,2,275396.64,2010-02-01
6,40,2010,1,3,275902.47,2010-03-01
6,40,2010,2,4,334961.75,2010-04-01
6,40,2010,2,5,263361.75,2010-05-01
6,40,2010,2,6,269604.27,2010-06-01
6,40,2010,3,7,327742.75,2010-07-01
6,40,2010,3,8,242703.84,2010-08-01
6,40,2010,3,9,235336.76,2010-09-01
6,40,2010,4,10,301644.76,2010-010-01
6,40,2010,4,11,256568.52000000002,2010-011-01
6,40,2010,4,12,337440.49,2010-012-01
6,40,2011,1,1,265143.12,2011-01-01
6,40,2011,1,2,267422.68,2011-02-01
6,40,2011,1,3,272159.1,2011-03-01
6,40,2011,2,4,321653.79000000004,2011-04-01
6,40,2011,2,5,246596.56,2011-05-01
6,40,2011,2,6,257544.24,2011-06-01
6,40,2011,3,7,319257.58999999997,2011-07-01
6,40,2011,3,8,247066.69,2011-08-01
6,40,2011,3,9,308750.48,2011-09-01
6,40,2011,4,10,245446.83999999997,2011-010-01
6,40,2011,4,11,260776.98,2011-011-01
6,40,2011,4,12,349472.07000000007,2011-012-01
6,40,2012,1,1,284419.58,2012-01-01
6,40,2012,1,2,282560.87,2012-02-01
6,40,2012,1,3,356581.39,2012-03-01
6,40,2012,2,4,276516.64,2012-04-01
6,40,2012,2,5,264831.31999999995,2012-05-01
6,40,2012,2,6,342601.64,2012-06-01
6,40,2012,3,7,274207.45,2012-07-01
6,40,2012,3,8,329121.4,2012-08-01
6,40,2012,3,9,263238.5,2012-09-01
6,40,2012,4,10,258190.06000000003,2012-010-01
6,41,2010,1,2,6017.48,2010-02-01
6,41,2010,1,3,5122.0,2010-03-01
6,41,2010,2,4,6567.0,2010-04-01
6,41,2010,2,5,3412.0,2010-05-01
6,41,2010,2,6,4569.0,2010-06-01
6,41,2010,3,7,9618.66,2010-07-01
6,41,2010,3,8,13904.0,2010-08-01
6,41,2010,3,9,29390.0,2010-09-01
6,41,2010,4,10,23106.0,2010-010-01
6,41,2010,4,11,18598.25,2010-011-01
6,41,2010,4,12,30509.88,2010-012-01
6,41,2011,1,1,5975.75,2011-01-01
6,41,2011,1,2,10212.0,2011-02-01
6,41,2011,1,3,8555.5,2011-03-01
6,41,2011,2,4,7753.5,2011-04-01
6,41,2011,2,5,4305.5,2011-05-01
6,41,2011,2,6,4459.5,2011-06-01
6,41,2011,3,7,7628.6,2011-07-01
6,41,2011,3,8,8965.5,2011-08-01
6,41,2011,3,9,18072.5,2011-09-01
6,41,2011,4,10,13946.970000000001,2011-010-01
6,41,2011,4,11,12236.689999999999,2011-011-01
6,41,2011,4,12,20591.94,2011-012-01
6,41,2012,1,1,3006.01,2012-01-01
6,41,2012,1,2,6619.26,2012-02-01
6,41,2012,1,3,13071.2,2012-03-01
6,41,2012,2,4,9199.5,2012-04-01
6,41,2012,2,5,5787.11,2012-05-01
6,41,2012,2,6,7571.76,2012-06-01
6,41,2012,3,7,7129.050000000001,2012-07-01
6,41,2012,3,8,14851.0,2012-08-01
6,41,2012,3,9,18221.54,2012-09-01
6,41,2012,4,10,18765.91,2012-010-01
6,42,2010,1,2,34088.49,2010-02-01
6,42,2010,1,3,37404.6,2010-03-01
6,42,2010,2,4,48766.94,2010-04-01
6,42,2010,2,5,38230.55,2010-05-01
6,42,2010,2,6,39853.39,2010-06-01
6,42,2010,3,7,46382.259999999995,2010-07-01
6,42,2010,3,8,37700.31,2010-08-01
6,42,2010,3,9,35092.81,2010-09-01
6,42,2010,4,10,47886.840000000004,2010-010-01
6,42,2010,4,11,36169.73,2010-011-01
6,42,2010,4,12,42460.9,2010-012-01
6,42,2011,1,1,33523.9,2011-01-01
6,42,2011,1,2,34681.97,2011-02-01
6,42,2011,1,3,38802.840000000004,2011-03-01
6,42,2011,2,4,44489.19,2011-04-01
6,42,2011,2,5,36640.59,2011-05-01
6,42,2011,2,6,37756.38,2011-06-01
6,42,2011,3,7,46361.79,2011-07-01
6,42,2011,3,8,35422.23,2011-08-01
6,42,2011,3,9,44721.590000000004,2011-09-01
6,42,2011,4,10,34248.28,2011-010-01
6,42,2011,4,11,36778.840000000004,2011-011-01
6,42,2011,4,12,45322.259999999995,2011-012-01
6,42,2012,1,1,36733.78,2012-01-01
6,42,2012,1,2,37795.67,2012-02-01
6,42,2012,1,3,52313.06,2012-03-01
6,42,2012,2,4,40730.4,2012-04-01
6,42,2012,2,5,45628.06,2012-05-01
6,42,2012,2,6,51236.65,2012-06-01
6,42,2012,3,7,41156.28,2012-07-01
6,42,2012,3,8,49692.42,2012-08-01
6,42,2012,3,9,38152.31,2012-09-01
6,42,2012,4,10,37891.03999999999,2012-010-01
6,44,2010,1,2,29154.64,2010-02-01
6,44,2010,1,3,28609.37,2010-03-01
6,44,2010,2,4,35692.13,2010-04-01
6,44,2010,2,5,30742.84,2010-05-01
6,44,2010,2,6,31886.960000000003,2010-06-01
6,44,2010,3,7,39711.29,2010-07-01
6,44,2010,3,8,26180.78,2010-08-01
6,44,2010,3,9,28018.81,2010-09-01
6,44,2010,4,10,36115.66,2010-010-01
6,44,2010,4,11,30638.67,2010-011-01
6,44,2010,4,12,52010.88,2010-012-01
6,44,2011,1,1,20628.440000000002,2011-01-01
6,44,2011,1,2,26695.370000000003,2011-02-01
6,44,2011,1,3,24948.73,2011-03-01
6,44,2011,2,4,31691.79,2011-04-01
6,44,2011,2,5,26532.350000000002,2011-05-01
6,44,2011,2,6,26627.53,2011-06-01
6,44,2011,3,7,34444.3,2011-07-01
6,44,2011,3,8,25428.89,2011-08-01
6,44,2011,3,9,40816.46000000001,2011-09-01
6,44,2011,4,10,35288.229999999996,2011-010-01
6,44,2011,4,11,35240.17999999999,2011-011-01
6,44,2011,4,12,59456.34,2011-012-01
6,44,2012,1,1,26066.729999999996,2012-01-01
6,44,2012,1,2,32731.780000000002,2012-02-01
6,44,2012,1,3,36579.259999999995,2012-03-01
6,44,2012,2,4,27847.26,2012-04-01
6,44,2012,2,5,35854.58,2012-05-01
6,44,2012,2,6,46587.130000000005,2012-06-01
6,44,2012,3,7,36295.47,2012-07-01
6,44,2012,3,8,41096.119999999995,2012-08-01
6,44,2012,3,9,36054.55,2012-09-01
6,44,2012,4,10,36934.009999999995,2012-010-01
6,45,2010,1,2,90.68,2010-02-01
6,45,2010,1,3,292.0,2010-03-01
6,45,2010,2,4,415.28999999999996,2010-04-01
6,45,2010,2,5,91.84,2010-05-01
6,45,2010,2,6,141.96,2010-06-01
6,45,2010,3,7,249.44,2010-07-01
6,45,2010,3,8,68.82,2010-08-01
6,45,2010,3,9,77.19,2010-09-01
6,45,2010,4,10,304.08000000000004,2010-010-01
6,45,2010,4,11,60.849999999999994,2010-011-01
6,45,2010,4,12,45.39,2010-012-01
6,45,2011,1,1,68.82,2011-01-01
6,45,2011,1,2,80.29,2011-02-01
6,45,2011,1,3,160.57999999999998,2011-03-01
6,45,2011,2,4,103.22999999999999,2011-04-01
6,45,2011,2,5,45.879999999999995,2011-05-01
6,45,2011,2,6,91.75999999999999,2011-06-01
6,45,2011,3,7,23.94,2011-07-01
6,45,2011,3,8,59.85000000000001,2011-08-01
6,45,2011,3,9,11.97,2011-09-01
6,45,2011,4,10,33.910000000000004,2011-010-01
6,45,2011,4,11,95.75999999999999,2011-011-01
6,46,2010,1,2,105856.42,2010-02-01
6,46,2010,1,3,113918.89,2010-03-01
6,46,2010,2,4,146850.18,2010-04-01
6,46,2010,2,5,125206.73000000001,2010-05-01
6,46,2010,2,6,144803.03,2010-06-01
6,46,2010,3,7,156261.95,2010-07-01
6,46,2010,3,8,109305.95,2010-08-01
6,46,2010,3,9,89850.28,2010-09-01
6,46,2010,4,10,106378.53,2010-010-01
6,46,2010,4,11,98102.18000000001,2010-011-01
6,46,2010,4,12,189483.25,2010-012-01
6,46,2011,1,1,83671.94,2011-01-01
6,46,2011,1,2,98457.65000000001,2011-02-01
6,46,2011,1,3,106425.29000000001,2011-03-01
6,46,2011,2,4,133010.62,2011-04-01
6,46,2011,2,5,112737.93999999999,2011-05-01
6,46,2011,2,6,142553.01,2011-06-01
6,46,2011,3,7,160131.77,2011-07-01
6,46,2011,3,8,105824.26999999999,2011-08-01
6,46,2011,3,9,115534.66,2011-09-01
6,46,2011,4,10,89175.83000000002,2011-010-01
6,46,2011,4,11,92801.11999999998,2011-011-01
6,46,2011,4,12,195104.28,2011-012-01
6,46,2012,1,1,87296.49,2012-01-01
6,46,2012,1,2,95578.05,2012-02-01
6,46,2012,1,3,130941.77,2012-03-01
6,46,2012,2,4,115371.91,2012-04-01
6,46,2012,2,5,116257.44,2012-05-01
6,46,2012,2,6,166114.04,2012-06-01
6,46,2012,3,7,121295.93,2012-07-01
6,46,2012,3,8,125823.88,2012-08-01
6,46,2012,3,9,84454.18,2012-09-01
6,46,2012,4,10,82531.13,2012-010-01
6,47,2010,1,2,41.0,2010-02-01
6,47,2010,1,3,60.0,2010-03-01
6,47,2010,2,4,-698.0,2010-04-01
6,47,2010,2,6,98.0,2010-06-01
6,47,2010,3,8,40.0,2010-08-01
6,47,2011,1,2,-97.0,2011-02-01
6,47,2011,2,4,-198.0,2011-04-01
6,47,2011,3,8,64.0,2011-08-01
6,47,2011,4,10,-298.0,2011-010-01
6,47,2011,4,12,1.0,2011-012-01
6,47,2012,1,1,-152.42000000000002,2012-01-01
6,47,2012,1,2,-64.0,2012-02-01
6,47,2012,3,9,447.0,2012-09-01
6,48,2010,1,2,5202.0,2010-02-01
6,48,2010,1,3,1662.0,2010-03-01
6,48,2010,2,4,3642.0,2010-04-01
6,48,2010,2,5,1753.0,2010-05-01
6,48,2010,2,6,3310.0,2010-06-01
6,48,2010,3,7,3746.0,2010-07-01
6,48,2010,3,8,4196.0,2010-08-01
6,48,2010,3,9,7783.0,2010-09-01
6,48,2010,4,10,6771.0,2010-010-01
6,48,2010,4,11,7075.0,2010-011-01
6,48,2010,4,12,17063.92,2010-012-01
6,48,2011,1,1,3305.0,2011-01-01
6,48,2011,1,2,5738.0,2011-02-01
6,48,2011,1,3,2915.0,2011-03-01
6,48,2011,2,4,4153.0,2011-04-01
6,48,2011,2,5,4020.0,2011-05-01
6,48,2011,2,6,4370.0,2011-06-01
6,48,2011,3,7,3330.0,2011-07-01
6,48,2011,3,8,6279.0,2011-08-01
6,48,2011,3,9,11451.0,2011-09-01
6,48,2011,4,10,10910.0,2011-010-01
6,48,2011,4,11,12629.98,2011-011-01
6,48,2011,4,12,19795.97,2011-012-01
6,48,2012,1,1,4844.0,2012-01-01
6,48,2012,1,2,8525.0,2012-02-01
6,48,2012,1,3,10255.0,2012-03-01
6,48,2012,2,4,12732.0,2012-04-01
6,48,2012,2,5,4909.0,2012-05-01
6,48,2012,2,6,7929.0,2012-06-01
6,48,2012,3,7,8519.0,2012-07-01
6,48,2012,3,8,11430.0,2012-08-01
6,48,2012,3,9,14050.0,2012-09-01
6,48,2012,4,10,16668.0,2012-010-01
6,49,2010,1,2,68422.05,2010-02-01
6,49,2010,1,3,60017.11,2010-03-01
6,49,2010,2,4,64058.50000000001,2010-04-01
6,49,2010,2,5,45546.049999999996,2010-05-01
6,49,2010,2,6,45176.58000000001,2010-06-01
6,49,2010,3,7,64952.34999999999,2010-07-01
6,49,2010,3,8,49578.8,2010-08-01
6,49,2010,3,9,43436.91,2010-09-01
6,49,2010,4,10,54121.15999999999,2010-010-01
6,49,2010,4,11,44805.20999999999,2010-011-01
6,49,2010,4,12,57508.35,2010-012-01
6,49,2011,1,1,55690.11,2011-01-01
6,49,2011,1,2,59407.600000000006,2011-02-01
6,49,2011,1,3,56178.42,2011-03-01
6,49,2011,2,4,61863.44,2011-04-01
6,49,2011,2,5,52107.340000000004,2011-05-01
6,49,2011,2,6,53786.87,2011-06-01
6,49,2011,3,7,66829.33,2011-07-01
6,49,2011,3,8,57895.509999999995,2011-08-01
6,49,2011,3,9,65746.93,2011-09-01
6,49,2011,4,10,46755.869999999995,2011-010-01
6,49,2011,4,11,38030.69,2011-011-01
6,49,2011,4,12,51799.909999999996,2011-012-01
6,49,2012,1,1,43505.64,2012-01-01
6,49,2012,1,2,52301.950000000004,2012-02-01
6,49,2012,1,3,62130.67,2012-03-01
6,49,2012,2,4,46904.119999999995,2012-04-01
6,49,2012,2,5,46748.68,2012-05-01
6,49,2012,2,6,59260.83000000001,2012-06-01
6,49,2012,3,7,50508.1,2012-07-01
6,49,2012,3,8,72022.29000000001,2012-08-01
6,49,2012,3,9,42705.18,2012-09-01
6,49,2012,4,10,47170.23,2012-010-01
6,51,2010,1,2,215.82999999999998,2010-02-01
6,51,2010,1,3,24.0,2010-03-01
6,51,2010,2,4,10.0,2010-04-01
6,52,2010,1,2,19423.77,2010-02-01
6,52,2010,1,3,21186.75,2010-03-01
6,52,2010,2,4,23782.99,2010-04-01
6,52,2010,2,5,19556.36,2010-05-01
6,52,2010,2,6,15637.52,2010-06-01
6,52,2010,3,7,20170.35,2010-07-01
6,52,2010,3,8,13607.47,2010-08-01
6,52,2010,3,9,14143.41,2010-09-01
6,52,2010,4,10,21494.68,2010-010-01
6,52,2010,4,11,17817.52,2010-011-01
6,52,2010,4,12,22203.030000000002,2010-012-01
6,52,2011,1,1,11615.59,2011-01-01
6,52,2011,1,2,16729.34,2011-02-01
6,52,2011,1,3,15625.84,2011-03-01
6,52,2011,2,4,22787.399999999998,2011-04-01
6,52,2011,2,5,16233.43,2011-05-01
6,52,2011,2,6,12940.48,2011-06-01
6,52,2011,3,7,16731.44,2011-07-01
6,52,2011,3,8,13947.62,2011-08-01
6,52,2011,3,9,19356.190000000002,2011-09-01
6,52,2011,4,10,21670.67,2011-010-01
6,52,2011,4,11,25211.120000000003,2011-011-01
6,52,2011,4,12,26809.97,2011-012-01
6,52,2012,1,1,14974.279999999999,2012-01-01
6,52,2012,1,2,15791.57,2012-02-01
6,52,2012,1,3,21135.13,2012-03-01
6,52,2012,2,4,14893.560000000001,2012-04-01
6,52,2012,2,5,18249.94,2012-05-01
6,52,2012,2,6,20675.539999999997,2012-06-01
6,52,2012,3,7,15102.18,2012-07-01
6,52,2012,3,8,19066.420000000002,2012-08-01
6,52,2012,3,9,16183.27,2012-09-01
6,52,2012,4,10,17052.030000000002,2012-010-01
6,54,2010,1,2,1626.47,2010-02-01
6,54,2010,1,3,1329.97,2010-03-01
6,54,2010,2,4,849.5,2010-04-01
6,54,2010,2,5,1422.0,2010-05-01
6,54,2010,2,6,1539.94,2010-06-01
6,54,2010,3,7,1260.0,2010-07-01
6,54,2010,3,8,1211.0,2010-08-01
6,54,2010,3,9,813.0,2010-09-01
6,54,2010,4,10,812.62,2010-010-01
6,54,2010,4,11,556.52,2010-011-01
6,54,2010,4,12,1743.1200000000001,2010-012-01
6,54,2011,1,1,261.52,2011-01-01
6,54,2011,1,2,456.84000000000003,2011-02-01
6,54,2011,1,3,261.59999999999997,2011-03-01
6,54,2011,2,4,211.56,2011-04-01
6,54,2011,2,5,1117.52,2011-05-01
6,54,2011,2,6,453.88,2011-06-01
6,54,2011,3,7,398.22,2011-07-01
6,54,2011,3,8,421.26000000000005,2011-08-01
6,54,2011,3,9,490.24,2011-09-01
6,54,2011,4,10,276.76,2011-010-01
6,54,2011,4,11,302.64,2011-011-01
6,54,2011,4,12,1638.02,2011-012-01
6,54,2012,1,1,188.95999999999998,2012-01-01
6,54,2012,1,2,462.06,2012-02-01
6,54,2012,1,3,215.04,2012-03-01
6,54,2012,2,4,295.8,2012-04-01
6,54,2012,2,5,215.16,2012-05-01
6,54,2012,2,6,466.04,2012-06-01
6,54,2012,3,7,189.64,2012-07-01
6,54,2012,3,8,472.16,2012-08-01
6,54,2012,3,9,-17.360000000000014,2012-09-01
6,54,2012,4,10,194.0,2012-010-01
6,55,2010,1,2,95383.25,2010-02-01
6,55,2010,1,3,81417.93000000001,2010-03-01
6,55,2010,2,4,82308.96,2010-04-01
6,55,2010,2,5,65410.58,2010-05-01
6,55,2010,2,6,75279.55,2010-06-01
6,55,2010,3,7,94818.76999999999,2010-07-01
6,55,2010,3,8,63317.72,2010-08-01
6,55,2010,3,9,59805.85,2010-09-01
6,55,2010,4,10,69169.45999999999,2010-010-01
6,55,2010,4,11,110903.45000000001,2010-011-01
6,55,2010,4,12,208075.47999999998,2010-012-01
6,55,2011,1,1,56871.21000000001,2011-01-01
6,55,2011,1,2,72537.24,2011-02-01
6,55,2011,1,3,70291.76,2011-03-01
6,55,2011,2,4,71811.72,2011-04-01
6,55,2011,2,5,47184.37,2011-05-01
6,55,2011,2,6,60738.32000000001,2011-06-01
6,55,2011,3,7,74668.72,2011-07-01
6,55,2011,3,8,46799.03999999999,2011-08-01
6,55,2011,3,9,61462.22,2011-09-01
6,55,2011,4,10,51665.2,2011-010-01
6,55,2011,4,11,100034.20999999999,2011-011-01
6,55,2011,4,12,164782.88,2011-012-01
6,55,2012,1,1,45046.89,2012-01-01
6,55,2012,1,2,57035.189999999995,2012-02-01
6,55,2012,1,3,54799.18,2012-03-01
6,55,2012,2,4,41083.86,2012-04-01
6,55,2012,2,5,37787.44,2012-05-01
6,55,2012,2,6,56795.78,2012-06-01
6,55,2012,3,7,44929.53999999999,2012-07-01
6,55,2012,3,8,44632.59,2012-08-01
6,55,2012,3,9,36509.47,2012-09-01
6,55,2012,4,10,42958.21000000001,2012-010-01
6,56,2010,1,2,19939.89,2010-02-01
6,56,2010,1,3,58335.32,2010-03-01
6,56,2010,2,4,104046.0,2010-04-01
6,56,2010,2,5,52855.74,2010-05-01
6,56,2010,2,6,25295.929999999997,2010-06-01
6,56,2010,3,7,15135.109999999999,2010-07-01
6,56,2010,3,8,6274.759999999999,2010-08-01
6,56,2010,3,9,9721.08,2010-09-01
6,56,2010,4,10,15670.550000000001,2010-010-01
6,56,2010,4,11,12434.25,2010-011-01
6,56,2010,4,12,25150.95,2010-012-01
6,56,2011,1,1,4546.37,2011-01-01
6,56,2011,1,2,22216.260000000002,2011-02-01
6,56,2011,1,3,80858.26999999999,2011-03-01
6,56,2011,2,4,95263.48,2011-04-01
6,56,2011,2,5,41000.509999999995,2011-05-01
6,56,2011,2,6,16329.54,2011-06-01
6,56,2011,3,7,9620.630000000001,2011-07-01
6,56,2011,3,8,3418.15,2011-08-01
6,56,2011,3,9,9130.21,2011-09-01
6,56,2011,4,10,10751.369999999999,2011-010-01
6,56,2011,4,11,10011.48,2011-011-01
6,56,2011,4,12,22857.609999999997,2011-012-01
6,56,2012,1,1,8286.94,2012-01-01
6,56,2012,1,2,21932.54,2012-02-01
6,56,2012,1,3,81200.17,2012-03-01
6,56,2012,2,4,63149.39,2012-04-01
6,56,2012,2,5,37515.96,2012-05-01
6,56,2012,2,6,21021.640000000003,2012-06-01
6,56,2012,3,7,7152.2,2012-07-01
6,56,2012,3,8,4536.0,2012-08-01
6,56,2012,3,9,7716.81,2012-09-01
6,56,2012,4,10,10540.18,2012-010-01
6,58,2010,1,2,12367.0,2010-02-01
6,58,2010,1,3,11024.0,2010-03-01
6,58,2010,2,4,9076.0,2010-04-01
6,58,2010,2,5,5207.0,2010-05-01
6,58,2010,2,6,13198.0,2010-06-01
6,58,2010,3,7,10582.0,2010-07-01
6,58,2010,3,8,8907.0,2010-08-01
6,58,2010,3,9,7990.0,2010-09-01
6,58,2010,4,10,17101.0,2010-010-01
6,58,2010,4,11,19876.0,2010-011-01
6,58,2010,4,12,23147.0,2010-012-01
6,58,2011,1,1,8445.0,2011-01-01
6,58,2011,1,2,16973.0,2011-02-01
6,58,2011,1,3,14884.0,2011-03-01
6,58,2011,2,4,13440.0,2011-04-01
6,58,2011,2,5,8905.0,2011-05-01
6,58,2011,2,6,11600.0,2011-06-01
6,58,2011,3,7,18319.97,2011-07-01
6,58,2011,3,8,12640.0,2011-08-01
6,58,2011,3,9,19800.0,2011-09-01
6,58,2011,4,10,9830.0,2011-010-01
6,58,2011,4,11,11340.0,2011-011-01
6,58,2011,4,12,22280.0,2011-012-01
6,58,2012,1,1,9270.0,2012-01-01
6,58,2012,1,2,11125.0,2012-02-01
6,58,2012,1,3,8885.0,2012-03-01
6,58,2012,2,4,11020.0,2012-04-01
6,58,2012,2,5,8040.0,2012-05-01
6,58,2012,2,6,6975.0,2012-06-01
6,58,2012,3,7,10934.0,2012-07-01
6,58,2012,3,8,20546.94,2012-08-01
6,58,2012,3,9,16740.0,2012-09-01
6,58,2012,4,10,17599.0,2012-010-01
6,59,2010,1,2,5180.67,2010-02-01
6,59,2010,1,3,4373.43,2010-03-01
6,59,2010,2,4,4513.48,2010-04-01
6,59,2010,2,5,4118.93,2010-05-01
6,59,2010,2,6,3718.8599999999997,2010-06-01
6,59,2010,3,7,4220.87,2010-07-01
6,59,2010,3,8,3087.1600000000003,2010-08-01
6,59,2010,3,9,3473.54,2010-09-01
6,59,2010,4,10,2602.27,2010-010-01
6,59,2010,4,11,11032.919999999998,2010-011-01
6,59,2010,4,12,45642.64,2010-012-01
6,59,2011,1,1,3287.81,2011-01-01
6,59,2011,1,2,2029.83,2011-02-01
6,59,2011,1,3,1662.6000000000001,2011-03-01
6,59,2011,2,4,1755.4,2011-04-01
6,59,2011,2,5,1302.83,2011-05-01
6,59,2011,2,6,970.56,2011-06-01
6,59,2011,3,7,1294.8400000000001,2011-07-01
6,59,2011,3,8,1049.64,2011-08-01
6,59,2011,3,9,1518.24,2011-09-01
6,59,2011,4,10,785.82,2011-010-01
6,59,2011,4,11,2900.44,2011-011-01
6,59,2011,4,12,23506.72,2011-012-01
6,59,2012,1,1,1467.84,2012-01-01
6,59,2012,1,2,1451.0800000000002,2012-02-01
6,59,2012,1,3,1416.2600000000002,2012-03-01
6,59,2012,2,4,1034.2099999999998,2012-04-01
6,59,2012,2,5,899.0900000000001,2012-05-01
6,59,2012,2,6,1492.5700000000002,2012-06-01
6,59,2012,3,7,857.28,2012-07-01
6,59,2012,3,8,982.74,2012-08-01
6,59,2012,3,9,841.11,2012-09-01
6,59,2012,4,10,923.4399999999999,2012-010-01
6,60,2010,2,5,0.01,2010-05-01
6,60,2010,3,7,14.0,2010-07-01
6,60,2010,4,11,7.0,2010-011-01
6,60,2010,4,12,14.0,2010-012-01
6,60,2011,1,1,7.0,2011-01-01
6,60,2011,1,3,220.0,2011-03-01
6,60,2011,2,4,1047.1999999999998,2011-04-01
6,60,2011,2,5,1020.8,2011-05-01
6,60,2011,2,6,976.4,2011-06-01
6,60,2011,3,7,1200.8,2011-07-01
6,60,2011,3,8,906.4,2011-08-01
6,60,2011,3,9,1160.35,2011-09-01
6,60,2011,4,10,1131.52,2011-010-01
6,60,2011,4,11,1240.8000000000002,2011-011-01
6,60,2011,4,12,2657.6000000000004,2011-012-01
6,60,2012,1,1,1738.0,2012-01-01
6,60,2012,1,2,1575.0,2012-02-01
6,60,2012,1,3,1485.0,2012-03-01
6,60,2012,2,4,1332.0,2012-04-01
6,60,2012,2,5,1467.0,2012-05-01
6,60,2012,2,6,2043.0,2012-06-01
6,60,2012,3,7,1458.0,2012-07-01
6,60,2012,3,8,1638.0,2012-08-01
6,60,2012,3,9,1332.0,2012-09-01
6,60,2012,4,10,1251.0,2012-010-01
6,67,2010,1,2,64841.53,2010-02-01
6,67,2010,1,3,41394.15,2010-03-01
6,67,2010,2,4,54609.490000000005,2010-04-01
6,67,2010,2,5,66096.49,2010-05-01
