Dept,Month,Monthly_2010,Monthly_2011,Monthly_2012,Quarter,Store
79,3,130959.53,132667.03,174217.94,1,11
79,4,156083.61000000002,151830.1,131108.68,2,11
79,5,123710.99,116773.26000000001,124324.11,2,11
79,6,125494.37,120157.84,162431.16000000003,2,11
79,7,153346.2,146665.35,131496.99,3,11
79,8,122531.53,123639.99,161706.84000000003,3,11
79,9,118612.16,151247.65,125298.69999999998,3,11
79,10,139590.05,115990.64,121543.20999999999,4,11
80,1,0.0,47820.6,57143.43000000001,1,11
80,2,53634.77,53156.700000000004,61311.85,1,11
80,3,51507.01,50392.07000000001,72310.01,1,11
80,4,65666.41,64781.64,61128.59,2,11
80,5,47444.19,53465.79,58519.36,2,11
80,6,50263.41,53463.619999999995,74518.70999999999,2,11
80,7,62412.229999999996,69596.84,58899.979999999996,3,11
80,8,46041.46,57508.27,71435.38,3,11
80,9,50709.22,68664.69,57652.88,3,11
80,10,60354.74,50400.82,53401.84,4,11
81,1,0.0,50013.22,51849.75,1,11
81,2,52918.549999999996,51389.0,51643.47,1,11
81,3,51212.31,49891.05,65603.37999999999,1,11
81,4,70493.72,63369.53,56162.56999999999,2,11
81,5,50923.45,48181.1,52015.729999999996,2,11
81,6,53298.12,50214.520000000004,69453.76000000001,2,11
81,7,67521.45,63794.89,55832.60999999999,3,11
81,8,52006.03999999999,52825.44,66708.12,3,11
81,9,49395.66,63162.06,51246.82,3,11
81,10,64086.60999999999,49302.27,49529.44,4,11
82,1,0.0,78813.13,77311.12,1,11
82,2,82919.78,99144.19,92849.29999999999,1,11
82,3,72916.01,89574.70000000001,111060.34000000001,1,11
82,4,92487.57,109243.01000000001,93335.68,2,11
82,5,72175.88,84335.49,95331.82,2,11
82,6,80850.39,94001.65999999999,125829.69,2,11
82,7,93773.84999999999,110808.01999999999,92175.21,3,11
82,8,79574.62,79644.74,119813.73000000001,3,11
82,9,73581.45999999999,96134.69,80504.23000000001,3,11
82,10,96915.68,81701.69,89387.5,4,11
83,1,0.0,15316.219999999998,13591.18,1,11
83,2,15764.519999999999,15098.58,16161.79,1,11
83,3,14190.130000000001,14774.45,18559.82,1,11
83,4,18931.660000000003,18194.55,15312.93,2,11
83,5,12040.189999999999,12720.78,13248.599999999999,2,11
83,6,12632.449999999999,12291.300000000001,15352.26,2,11
83,7,16735.03,16423.78,13654.26,3,11
83,8,15298.6,13462.18,16458.399999999998,3,11
83,9,12410.300000000001,15480.460000000001,13789.300000000001,3,11
83,10,13740.21,10774.419999999998,12469.83,4,11
85,1,0.0,5294.67,6150.389999999999,1,11
85,2,8126.860000000001,6585.23,5090.05,1,11
85,3,7996.66,7181.66,7367.76,1,11
85,4,11707.58,8439.52,6919.13,2,11
85,5,10173.599999999999,8227.67,8304.73,2,11
85,6,10547.79,7589.68,8967.41,2,11
85,7,12130.130000000001,8403.210000000001,7380.52,3,11
85,8,9405.66,8183.54,7586.120000000001,3,11
85,9,7927.92,8329.6,5811.000000000001,3,11
85,10,9835.65,5212.57,7004.92,4,11
87,1,0.0,49414.7,60112.31,1,11
87,2,57259.600000000006,61259.89,72758.01,1,11
87,3,50880.45,55401.67,79950.22,1,11
87,4,60250.75,62678.05,63719.78,2,11
87,5,51516.26,50776.64,62118.09000000001,2,11
87,6,55829.39,59185.67,92902.71,2,11
87,7,69679.54,72053.51000000001,71340.38,3,11
87,8,58656.88,57894.55,93677.89,3,11
87,9,54562.28,74091.18000000001,64865.59,3,11
87,10,58026.45,58484.530000000006,69643.93,4,11
90,1,0.0,191156.65,203842.53,1,11
90,2,195916.69,198108.55000000002,205882.74,1,11
90,3,185012.65000000002,191593.93000000002,244576.40999999997,1,11
90,4,233823.42,246192.02000000002,206011.52,2,11
90,5,174307.71,186948.65999999997,192374.14,2,11
90,6,184382.22,197199.36,249664.47,2,11
90,7,230095.65000000002,250355.94,205226.06,3,11
90,8,189036.58000000002,211390.73,254149.63999999998,3,11
90,9,188754.16999999998,251947.44,196552.58,3,11
90,10,223435.1,204633.92,191806.48,4,11
91,1,0.0,166545.47,171860.38,1,11
91,2,176764.02000000002,171321.32,176651.90000000002,1,11
91,3,168356.58,168946.86,209442.18,1,11
91,4,211489.18,209831.05,174588.88,2,11
91,5,167705.38,166590.79,167570.3,2,11
91,6,172802.45999999996,175615.71,210420.00999999998,2,11
91,7,208691.0,209743.63,173369.55000000002,3,11
91,8,171107.68,179493.80000000002,213196.55000000002,3,11
91,9,169312.59000000003,208984.83000000002,167366.26,3,11
91,10,200035.03,173066.26,162471.0,4,11
92,1,0.0,304080.42,331941.63,1,11
92,2,330187.0,316608.91,332982.77,1,11
92,3,301269.47,297703.24,393372.02999999997,1,11
92,4,374516.66000000003,364268.17000000004,325891.52,2,11
92,5,276719.42,283329.44,305676.91000000003,2,11
92,6,282476.29,291584.37,385986.02,2,11
92,7,339739.88,367637.59,324736.5,3,11
92,8,287988.36,322274.76,402265.12,3,11
92,9,290314.54,372387.79000000004,318078.93,3,11
92,10,352384.94000000006,316627.20999999996,327147.52,4,11
93,1,0.0,121824.09,132816.09,1,11
93,2,118636.09999999999,130942.57,135191.15,1,11
93,3,111190.76,123050.66,155420.66999999998,1,11
93,4,157803.05,166235.18,144363.01,2,11
93,5,117368.34999999999,129759.41,135636.65,2,11
93,6,124094.98,137057.44,178169.56,2,11
93,7,149936.03,163840.47,148277.25,3,11
93,8,118486.26,131830.22,168274.03,3,11
93,9,125020.95999999999,161863.40000000002,134656.04,3,11
93,10,144208.7,128690.68,128976.43,4,11
94,1,0.0,126749.34,141299.4,1,11
94,2,158316.13,155174.6,160938.64,1,11
94,3,142577.72,139344.94,172164.8,1,11
94,4,192232.78,195942.1,163777.97,2,11
94,5,159407.14,161316.86000000002,165073.9,2,11
94,6,156902.43000000002,162288.29,203015.11,2,11
94,7,187287.09,200587.89,172939.08,3,11
94,8,141500.28999999998,166808.93,206719.69999999998,3,11
94,9,135027.97,190874.32,151752.66999999998,3,11
94,10,165336.49,148097.4,154676.62,4,11
95,1,0.0,277442.56,282485.45999999996,1,11
95,2,304088.89999999997,300542.43,294609.46,1,11
95,3,304523.0,301763.8,377398.07999999996,1,11
95,4,400701.11,385030.56,333282.89,2,11
95,5,309413.6,310943.37,319467.17,2,11
95,6,332485.22000000003,332375.1,425383.39,2,11
95,7,396636.48,404925.38,338796.54000000004,3,11
95,8,337703.81999999995,348755.87,417159.11,3,11
95,9,311282.26,400624.86,310853.11,3,11
95,10,360847.23,303963.56,290148.74,4,11
96,1,0.0,72587.43,79620.4,1,11
96,2,75304.63,86821.27,81647.1,1,11
96,3,73684.27,82726.23999999999,101650.95,1,11
96,4,113219.91,116800.5,95888.59,2,11
96,5,85166.54000000001,88746.42,89971.98,2,11
96,6,90642.76,93646.71,118057.69,2,11
96,7,102682.93000000001,120172.58000000002,94183.87999999999,3,11
96,8,81145.77,91288.94,105969.68999999999,3,11
96,9,79812.98,114398.54000000001,84940.87,3,11
96,10,100215.45,85410.61,81972.7,4,11
97,1,0.0,63608.600000000006,65103.74,1,11
97,2,64512.29,66368.62,65887.15,1,11
97,3,62606.79,65819.91,81208.96,1,11
97,4,81532.59,83148.09,68813.12,2,11
97,5,64770.25,64280.84,63976.32,2,11
97,6,67976.05,69605.14,85925.33,2,11
97,7,83676.54,86257.07999999999,71545.36,3,11
97,8,70130.37999999999,72089.58,87814.80999999998,3,11
97,9,69782.96,82367.59000000001,69839.42,3,11
97,10,77966.91,65543.81999999999,65655.7,4,11
98,1,0.0,35575.270000000004,33807.89,1,11
98,2,48518.0,43837.09,41523.32,1,11
98,3,39479.02,37442.59999999999,40775.35,1,11
98,4,54522.68,52652.759999999995,37269.09,2,11
98,5,40848.27,38896.38,34724.14,2,11
98,6,39732.9,36479.31,41196.6,2,11
98,7,45014.2,42241.409999999996,32528.129999999997,3,11
98,8,31670.399999999998,30979.35,37116.35,3,11
98,9,31719.58,40947.97,31920.559999999998,3,11
98,10,48627.83,38056.7,39657.369999999995,4,11
99,1,0.0,0.0,75.0,1,11
99,2,0.0,0.0,2464.0299999999997,1,11
99,3,0.0,390.0,40.0,1,11
99,4,0.01,325.0,140.0,2,11
99,5,0.0,115.0,520.0,2,11
99,6,0.0,105.0,355.0,2,11
99,7,0.0,0.0,0.41000000000000003,3,11
99,8,0.0,910.0,200.36,3,11
99,9,0.0,460.0,30.220000000000002,3,11
99,10,0.0,0.0,770.0,4,11
1,1,0.0,48419.24,57838.2,1,12
1,2,92239.07,95729.61000000002,111702.04000000001,1,12
1,3,65149.75,58439.45,83902.27,1,12
1,4,122648.16,133176.7,110839.37999999999,2,12
1,5,51298.34,49230.11,52780.32,2,12
1,6,48281.55,48133.91,61770.52,2,12
1,7,56745.64,58245.18,47470.98,3,12
1,8,41524.65,47335.43,61149.91,3,12
1,9,49019.69,64690.25,54953.490000000005,3,12
1,10,98924.46,78028.76,80114.84999999999,4,12
2,1,0.0,262718.03,292105.69,1,12
2,2,298147.53,302185.64,337083.00000000006,1,12
2,3,285899.89,298444.73,406357.98,1,12
2,4,356926.63,372828.18,321944.33,2,12
2,5,284842.8,300318.48,317372.94999999995,2,12
2,6,290289.84,303478.06,396597.51,2,12
2,7,358069.51,371497.93,313522.35,3,12
2,8,290514.93,303436.16000000003,395008.56,3,12
2,9,290226.9,382279.82,296278.16,3,12
2,10,349528.24,292880.87999999995,294886.6,4,12
3,1,0.0,62981.85,67954.14,1,12
3,2,63250.92,61957.95,64892.81,1,12
3,3,56120.619999999995,51961.579999999994,71558.9,1,12
3,4,62048.28999999999,62511.34,48405.47,2,12
3,5,45207.01,45936.18000000001,47249.15,2,12
3,6,38456.600000000006,38645.89,49925.850000000006,2,12
3,7,73278.34,60632.03,62178.909999999996,3,12
3,8,179763.46000000002,187336.69,286489.44,3,12
3,9,124941.20000000001,141902.65,70602.73000000001,3,12
3,10,62823.74,46492.490000000005,44842.42999999999,4,12
4,1,0.0,105545.79,105475.48000000001,1,12
4,2,105059.16,114826.31,114232.06999999999,1,12
4,3,100687.84,113032.45,139385.49000000002,1,12
4,4,129141.35,135662.72999999998,114025.78,2,12
4,5,102400.62000000001,110014.83,111180.9,2,12
4,6,102052.20000000001,106733.0,134244.63,2,12
4,7,125453.73000000001,130937.69,103999.01999999999,3,12
4,8,107737.76999999999,115041.68000000001,138785.72999999998,3,12
4,9,105949.06,136486.24,100641.54000000001,3,12
4,10,123211.3,99626.49,105928.69,4,12
5,1,0.0,93770.04999999999,88304.5,1,12
5,2,140843.39,123760.98000000001,148506.16,1,12
5,3,149037.14,114273.68,150429.56,1,12
5,4,150111.59,129868.70999999999,87130.70999999999,2,12
5,5,96766.78,80551.84,78700.72,2,12
5,6,105083.0,89242.7,106241.1,2,12
5,7,115326.17,101949.79,70281.54000000001,3,12
5,8,75676.72,87575.13,95663.81,3,12
5,9,69939.39,101776.53,87023.3,3,12
5,10,104509.48000000001,116022.23,97051.67,4,12
6,1,0.0,15957.050000000003,15302.060000000001,1,12
6,2,31850.97,30829.36,22957.37,1,12
6,3,28198.9,26442.8,23275.000000000004,1,12
6,4,37638.9,40298.73,20446.149999999998,2,12
6,5,35381.5,31681.350000000002,21664.67,2,12
6,6,32407.730000000003,34086.44,27859.17,2,12
6,7,37313.18,34155.15,20929.920000000002,3,12
6,8,23375.879999999997,19704.29,20570.120000000003,3,12
6,9,23733.96,26109.1,17421.96,3,12
6,10,28818.079999999998,23989.7,13929.220000000001,4,12
7,1,0.0,77808.71999999999,72049.82,1,12
7,2,107541.77,104486.20000000001,104935.48,1,12
7,3,106317.49,109140.62,149167.1,1,12
7,4,153076.72999999998,157868.78,136735.06,2,12
7,5,112774.22,106838.15,132006.88,2,12
7,6,142887.44,131677.47,171496.8,2,12
7,7,138030.84,139699.0,114636.82,3,12
7,8,98685.77,92507.73000000001,115465.61,3,12
7,9,90128.18,128123.59,108934.41,3,12
7,10,117724.56999999999,107268.32999999999,123947.18,4,12
8,1,0.0,164983.76,167773.77000000002,1,12
8,2,176134.71000000002,173720.85,182529.87,1,12
8,3,169805.23,172153.81,225728.66,1,12
8,4,213104.28,213427.54,174010.95,2,12
8,5,169248.6,164679.24,173689.34999999998,2,12
8,6,163487.74000000002,169917.45,211304.88,2,12
8,7,194827.47999999998,206546.37,166644.43,3,12
8,8,157799.78,167595.21,202983.77,3,12
8,9,162006.56,209377.56,156960.45,3,12
8,10,200541.47,168540.16999999998,170304.35,4,12
9,1,0.0,50576.22000000001,52352.119999999995,1,12
9,2,73807.87,72026.87,66349.46,1,12
9,3,97411.86000000002,86349.31,114635.98000000001,1,12
9,4,117297.23999999999,115569.6,97234.39,2,12
9,5,91282.51,85770.98,93377.90999999999,2,12
9,6,105649.23999999999,98358.33000000002,125293.93000000001,2,12
9,7,112424.38999999998,113227.18,89847.98,3,12
9,8,73946.48,78872.06,92235.14,3,12
9,9,72883.67,79800.31,65360.020000000004,3,12
9,10,72451.62,54801.92,64559.54,4,12
10,1,0.0,54839.950000000004,55966.36,1,12
10,2,70982.59999999999,64284.75,74350.47,1,12
10,3,75065.87,71232.34,95364.34999999999,1,12
10,4,85203.18,94845.34,76675.37,2,12
10,5,68072.54999999999,74983.83,80683.12000000001,2,12
10,6,81051.64000000001,84023.35999999999,105931.5,2,12
10,7,106050.37999999999,99365.19,85377.52,3,12
10,8,76647.67,81084.23,93806.12,3,12
10,9,67376.03,90328.52,66407.33,3,12
10,10,80652.05,69647.65,64730.939999999995,4,12
11,1,0.0,60039.399999999994,64404.5,1,12
11,2,66055.07999999999,60815.52,72501.49,1,12
11,3,67356.74,66002.01,85332.95,1,12
11,4,94791.57,92149.94,79647.87000000001,2,12
11,5,79551.37999999999,75049.94,80536.89,2,12
11,6,95464.16,83012.79000000001,100000.15,2,12
11,7,106414.08,95070.68,79681.56,3,12
11,8,67421.59,72200.62,87931.06,3,12
11,9,56924.15,74300.53000000001,57522.72,3,12
11,10,63937.880000000005,55413.6,57408.82,4,12
12,1,0.0,15640.23,16187.62,1,12
12,2,22853.29,19907.579999999998,21289.2,1,12
12,3,24373.92,22356.84,28317.75,1,12
12,4,29194.790000000005,26278.809999999998,21280.93,2,12
12,5,23622.97,20764.51,20410.149999999998,2,12
12,6,19509.47,21821.269999999997,24194.34,2,12
12,7,24007.45,24483.870000000003,19699.76,3,12
12,8,18720.71,18405.449999999997,21177.64,3,12
12,9,17153.41,21170.87,17884.39,3,12
12,10,23667.92,19521.190000000002,18112.64,4,12
13,1,0.0,185567.57,182221.97999999998,1,12
13,2,202853.09000000003,204763.97,206355.06,1,12
13,3,186815.24,198304.96999999997,245507.13,1,12
13,4,230875.18,237312.88999999998,191340.22,2,12
13,5,190472.75,191553.84000000003,194914.93,2,12
13,6,185768.7,187384.72999999998,231034.95,2,12
13,7,225038.05,229554.58,178904.72,3,12
13,8,183469.22,186895.43,226525.52000000002,3,12
13,9,189778.22999999998,235581.32,181956.2,3,12
13,10,237305.27,186119.84,185098.02,4,12
14,1,0.0,67627.51999999999,74245.16999999998,1,12
14,2,90753.02,88312.39,98885.42000000001,1,12
14,3,86266.1,85484.7,116079.65000000001,1,12
14,4,95272.69,95181.70000000001,82968.54000000001,2,12
14,5,75338.38,71245.63,77642.05,2,12
14,6,72231.71,69690.76000000001,89401.17000000001,2,12
14,7,91182.62,79423.17,71174.48999999999,3,12
14,8,70582.02,64344.43,91553.2,3,12
14,9,64278.18000000001,83897.96,67806.41,3,12
14,10,79975.77,67119.06,69276.63,4,12
16,1,0.0,11358.03,10878.93,1,12
16,2,21255.760000000002,21937.88,21760.44,1,12
16,3,38822.37,32957.66,40742.58,1,12
16,4,66401.56,54435.64,41962.68000000001,2,12
16,5,45389.65,45952.57000000001,49558.13,2,12
16,6,54280.869999999995,46627.89,61213.38,2,12
16,7,52518.31,50363.34,38903.259999999995,3,12
16,8,27477.8,30777.94,36070.63,3,12
16,9,23710.449999999997,37320.11,25595.87,3,12
16,10,20947.87,15358.91,15692.56,4,12
17,1,0.0,36964.869999999995,39254.130000000005,1,12
17,2,58832.93,56130.65,61482.67,1,12
17,3,56336.54,53465.06,68972.56,1,12
17,4,60098.560000000005,58121.75,48909.17,2,12
17,5,47104.36,44534.85,47999.399999999994,2,12
17,6,45915.3,42768.72,53753.36,2,12
17,7,55624.9,48509.79,44478.16,3,12
17,8,43385.84,38007.479999999996,53748.95,3,12
17,9,42287.45999999999,48350.97,43915.270000000004,3,12
17,10,47561.780000000006,41781.94,44892.83,4,12
18,1,0.0,7069.52,11913.089999999998,1,12
18,2,30308.26,33781.07,38796.85,1,12
18,3,5398.76,1870.19,5516.8,1,12
18,4,11879.61,15414.349999999999,9847.34,2,12
18,5,15.5,-3.8,22.96,2,12
18,6,0.0,-1.0,2.6,2,12
18,7,0.1,0.0,13.25,3,12
18,8,0.0,5.819999999999999,202.92,3,12
18,9,5612.58,11476.39,8701.14,3,12
18,10,94599.26000000001,92581.76000000001,89778.79,4,12
19,1,0.0,9555.95,8949.14,1,12
19,2,11302.82,10328.85,12171.45,1,12
19,3,13213.119999999999,11371.27,18237.179999999997,1,12
19,4,15117.460000000001,13848.949999999999,12435.82,2,12
19,5,11735.140000000001,11377.76,12320.130000000001,2,12
19,6,10628.789999999999,11570.54,14480.45,2,12
19,7,13044.029999999999,13367.58,12252.05,3,12
19,8,10296.62,11842.11,13661.2,3,12
19,9,10529.06,15722.070000000002,9813.029999999999,3,12
19,10,17046.440000000002,14535.34,11354.839999999998,4,12
20,1,0.0,19154.7,19229.25,1,12
20,2,35278.82,28155.980000000003,32410.33,1,12
20,3,32015.460000000003,31118.590000000004,41414.759999999995,1,12
20,4,35615.58,35687.91,29049.199999999997,2,12
20,5,27094.29,25631.14,29345.9,2,12
20,6,28243.609999999997,27952.920000000002,35364.73,2,12
20,7,35785.72,34092.600000000006,31597.35,3,12
20,8,27080.11,24461.55,31457.49,3,12
20,9,21742.789999999997,27643.550000000003,23744.91,3,12
20,10,27009.550000000003,18666.530000000002,23459.71,4,12
21,1,0.0,16144.510000000002,14156.87,1,12
21,2,18552.92,18242.63,17993.91,1,12
21,3,17665.510000000002,18291.010000000002,24048.030000000002,1,12
21,4,21748.15,22075.16,18667.809999999998,2,12
21,5,16778.31,15684.51,16097.050000000001,2,12
21,6,17059.18,16249.52,20553.43,2,12
21,7,21141.31,19597.129999999997,16540.16,3,12
21,8,15935.150000000001,15702.4,19217.589999999997,3,12
21,9,16035.140000000001,20102.4,15880.24,3,12
21,10,19502.15,14802.17,14934.95,4,12
22,1,0.0,29556.39,31775.359999999997,1,12
22,2,57669.9,53151.479999999996,58682.74,1,12
22,3,48752.57,51743.630000000005,63301.49999999999,1,12
22,4,52583.82,49145.59999999999,39222.85,2,12
22,5,36427.659999999996,35395.63,34377.899999999994,2,12
22,6,33952.22,32509.18,43042.35,2,12
22,7,46486.26,42238.17999999999,37551.94,3,12
22,8,38533.659999999996,32765.08,46495.24,3,12
22,9,37191.759999999995,41964.56,35417.99,3,12
22,10,47394.83,39260.18,35344.57,4,12
23,1,0.0,118394.61,118025.79,1,12
23,2,154274.03999999998,160869.33000000002,155541.01,1,12
23,3,143277.28,158757.07,207611.34999999998,1,12
23,4,174092.89,193360.96,166633.36,2,12
23,5,144598.92,146704.19,160843.18,2,12
23,6,165776.62,169650.09,217451.37000000002,2,12
23,7,175929.02,185371.05,152375.69,3,12
23,8,154966.92,151923.46,201857.3,3,12
23,9,136478.31999999998,153999.58,123109.67000000001,3,12
23,10,169657.91999999998,137938.44,138865.21000000002,4,12
24,1,0.0,28967.809999999998,27565.53,1,12
24,2,47795.79,46262.119999999995,43783.96,1,12
24,3,43136.21,40102.71,55241.979999999996,1,12
24,4,52556.55,49208.030000000006,42915.840000000004,2,12
24,5,37101.94,34165.23,40179.899999999994,2,12
24,6,33731.12,34293.56,43677.94,2,12
24,7,40649.79,38093.24,35720.840000000004,3,12
24,8,68856.92,70697.13,103381.79,3,12
24,9,52757.159999999996,58480.380000000005,31994.25,3,12
24,10,48749.39,39947.3,42303.68,4,12
25,1,0.0,57695.780000000006,55910.420000000006,1,12
25,2,81857.69,78450.71,82599.31,1,12
25,3,78849.3,83173.91,110901.03000000001,1,12
25,4,104507.39,108872.31,95370.68000000001,2,12
25,5,87634.5,83338.71999999999,89695.68000000001,2,12
25,6,87817.75,88475.34,106993.2,2,12
25,7,92302.85,101908.26999999999,70485.16,3,12
25,8,74083.55,82034.03,98309.35,3,12
25,9,71046.3,93589.54999999999,67951.71,3,12
25,10,96266.62,82793.16,76334.51000000001,4,12
26,1,0.0,44530.33,37728.36,1,12
26,2,59206.42,62628.2,63429.82,1,12
26,3,54702.310000000005,54822.11,71514.26,1,12
26,4,68031.6,76040.36,56650.3,2,12
26,5,50523.27,53120.46000000001,51848.99,2,12
26,6,45778.74,50542.56,59235.590000000004,2,12
26,7,51100.55,57761.02,42430.33,3,12
26,8,46525.13999999999,45844.2,58685.26,3,12
26,9,50472.99999999999,59122.28,47057.619999999995,3,12
26,10,83700.67000000001,66176.09,72285.75,4,12
27,1,0.0,8783.560000000001,8846.18,1,12
27,2,12221.76,10608.529999999999,11216.739999999998,1,12
27,3,9402.720000000001,9530.5,12004.52,1,12
27,4,9370.76,8693.21,6923.9400000000005,2,12
27,5,6704.42,7084.56,6287.7699999999995,2,12
27,6,6014.0,7015.28,7080.8,2,12
27,7,7344.27,7399.889999999999,6000.07,3,12
27,8,7344.540000000001,7471.11,9412.119999999999,3,12
27,9,6119.6,8486.35,5564.09,3,12
27,10,8212.58,7180.4400000000005,9203.619999999999,4,12
28,1,0.0,3696.48,3753.56,1,12
28,2,4384.82,4543.860000000001,4379.46,1,12
28,3,4322.82,4058.33,4701.0,1,12
28,4,5219.370000000001,4615.43,3663.67,2,12
28,5,3627.92,3842.25,3362.0299999999997,2,12
28,6,3199.1099999999997,3340.64,3122.16,2,12
28,7,2958.79,3400.3,2279.6800000000003,3,12
28,8,2544.64,2542.4,2856.5499999999997,3,12
28,9,2599.5499999999997,3544.44,2353.92,3,12
28,10,4305.27,3472.37,3148.87,4,12
29,1,0.0,27041.91,24022.45,1,12
29,2,33537.229999999996,33702.619999999995,38341.69,1,12
29,3,25195.43,27084.809999999998,35712.509999999995,1,12
29,4,28104.159999999996,28151.239999999998,27346.29,2,12
29,5,24521.97,23671.45,27335.520000000004,2,12
29,6,22871.440000000002,21453.129999999997,32556.52,2,12
29,7,29873.29,28381.01,26861.170000000002,3,12
29,8,28067.190000000002,22335.86,37820.75,3,12
29,9,23006.11,26659.329999999998,23801.53,3,12
29,10,29460.66,27382.0,25190.03,4,12
30,1,0.0,20566.14,16938.97,1,12
30,2,30849.66,32106.24,26769.480000000003,1,12
30,3,26458.899999999998,28435.730000000003,35271.89,1,12
30,4,36248.44,35725.22,26518.28,2,12
30,5,29858.09,26409.78,25224.72,2,12
30,6,26235.76,23398.12,29870.14,2,12
30,7,30410.570000000003,29578.46,22279.100000000002,3,12
30,8,26224.52,22946.06,28433.34,3,12
30,9,22539.739999999998,24685.93,17938.04,3,12
30,10,26004.299999999996,18399.53,19671.36,4,12
31,1,0.0,11192.05,8478.14,1,12
31,2,16167.13,14815.009999999998,11600.2,1,12
31,3,10536.76,12162.539999999999,13914.96,1,12
31,4,11416.820000000002,14686.75,10321.349999999999,2,12
31,5,11292.91,11919.41,11593.23,2,12
31,6,9923.83,12023.94,11847.02,2,12
31,7,13131.970000000001,18365.340000000004,13670.34,3,12
31,8,30295.440000000002,35306.6,40808.17,3,12
31,9,19142.57,19187.13,11268.8,3,12
31,10,11770.61,10166.11,11245.14,4,12
32,1,0.0,26446.73,26862.29,1,12
32,2,65998.23,59428.65000000001,51833.74,1,12
32,3,36885.24,35113.060000000005,44342.979999999996,1,12
32,4,42446.59,39985.04,34114.04,2,12
32,5,49644.100000000006,48681.98,47511.14,2,12
32,6,32957.84,34934.18,48562.12,2,12
32,7,34818.72,36493.54,33473.15,3,12
32,8,32639.4,28962.6,36407.58,3,12
32,9,32060.100000000002,34990.46,30003.23,3,12
32,10,38803.08,28576.239999999998,29430.239999999998,4,12
33,1,0.0,27687.420000000002,26867.74,1,12
33,2,42786.79,48545.450000000004,47769.13,1,12
33,3,36311.509999999995,39260.88,57000.670000000006,1,12
33,4,48729.28999999999,49659.68000000001,43942.09,2,12
33,5,38675.63,35519.24,39951.149999999994,2,12
33,6,37280.5,37165.13,43051.54,2,12
33,7,45011.75,40804.29,33300.8,3,12
33,8,58732.56,55651.729999999996,80928.43,3,12
33,9,43572.31,52733.420000000006,27465.670000000002,3,12
33,10,49325.18,44632.22,40846.44,4,12
34,1,0.0,66643.22,62503.399999999994,1,12
34,2,115577.84999999999,92914.66,105125.1,1,12
34,3,97026.48999999999,80651.44,122898.20999999999,1,12
34,4,121429.70000000001,108640.42,110632.85,2,12
34,5,105248.37999999999,97904.43,121236.67,2,12
34,6,102629.9,95174.81,123923.8,2,12
34,7,114780.68,112092.34,91575.83,3,12
34,8,93205.63999999998,93705.41,128404.68,3,12
34,9,85618.48,98375.5,71864.78,3,12
34,10,101380.03,74809.94,80884.77,4,12
35,1,0.0,9403.22,8244.84,1,12
35,2,11290.0,14495.869999999999,13586.89,1,12
35,3,14172.0,12995.49,14647.79,1,12
35,4,15908.5,15520.49,14710.11,2,12
35,5,15335.5,12528.67,14050.81,2,12
35,6,14545.0,12995.19,16113.97,2,12
35,7,15576.0,13053.410000000002,10362.93,3,12
35,8,10297.04,10687.289999999999,12495.130000000001,3,12
35,9,9276.0,12554.000000000002,8334.27,3,12
35,10,12808.0,10455.599999999999,8311.08,4,12
36,1,0.0,2590.0,4038.18,1,12
36,2,3353.0,2913.85,4181.31,1,12
36,3,3366.0,4742.0,4814.02,1,12
36,4,8506.5,10499.6,9582.4,2,12
36,5,9630.5,12336.0,17368.3,2,12
36,6,18440.9,24831.0,25862.5,2,12
36,7,16788.5,25330.0,9076.0,3,12
36,8,5716.0,10020.2,2553.5,3,12
36,9,4289.5,5500.33,1229.6799999999998,3,12
36,10,9670.24,6741.1900000000005,6616.780000000001,4,12
38,1,0.0,205148.23,238715.36000000002,1,12
38,2,191926.63,199394.49,244280.78999999998,1,12
38,3,194415.55000000002,206101.89,326736.53,1,12
38,4,239648.21999999997,249359.14,245354.87999999998,2,12
38,5,188326.66,211567.32,239674.56,2,12
38,6,183197.89,188124.02,300947.49,2,12
38,7,217513.86,241488.43000000002,224538.07999999996,3,12
38,8,185038.32,198490.09000000003,269068.73000000004,3,12
38,9,186897.66,248440.94999999998,241269.60000000003,3,12
38,10,231201.32,213047.13,225405.93,4,12
40,1,0.0,199381.08,203749.12,1,12
40,2,210153.79,218738.15000000002,221949.46000000002,1,12
40,3,206863.58000000002,215048.79,284262.32,1,12
40,4,240637.91999999998,253449.82,209291.22,2,12
40,5,196266.32,192845.33000000002,203510.51,2,12
40,6,178266.37,183796.75,244860.51,2,12
40,7,211874.89,218903.05999999997,188673.24,3,12
40,8,169154.36,176095.13999999998,240322.93,3,12
40,9,180160.87,232122.39999999997,200277.57,3,12
40,10,221794.52,185004.46,195651.75999999998,4,12
41,1,0.0,1444.5,2275.25,1,12
41,2,1690.77,2766.83,3967.25,1,12
41,3,1440.6399999999999,2103.0,4350.13,1,12
41,4,4534.3,1642.5,2104.75,2,12
41,5,2079.77,910.0,2544.96,2,12
41,6,3275.5,412.5,2085.74,2,12
41,7,1877.0,316.0,1538.05,3,12
41,8,2803.5,2296.25,4998.75,3,12
41,9,4309.83,4905.22,4519.15,3,12
41,10,3236.0,6005.72,7707.54,4,12
42,1,0.0,20423.09,27564.190000000002,1,12
42,2,20236.34,22544.87,30950.82,1,12
42,3,22802.670000000002,22385.940000000002,35353.81999999999,1,12
42,4,26077.63,29725.100000000002,27063.8,2,12
42,5,19998.699999999997,22168.260000000002,27057.75,2,12
