Store,Dept,Quarter,Q_2010,Q_2011,Q_2012
8,34,4,138061.15,103881.06999999998,28825.42048000012
8,35,4,29210.0,23708.96,5867.88439999999
8,36,4,14022.75,19804.71,4314.253640000014
8,37,4,33359.979999999996,28518.74,5997.867960000001
8,38,4,802051.97,791825.1499999999,247151.12219999952
8,40,4,560977.95,491775.0,121808.03216000003
8,41,4,32386.589999999997,23041.91,6748.276599999995
8,42,4,72292.13,65865.7,19434.26324000003
8,44,4,61070.53,66296.25,17574.605479999937
8,46,4,268497.59,268067.36000000004,71823.47999999994
8,49,4,24615.59,21143.920000000002,8675.049719999974
8,52,4,39222.479999999996,29686.68,5714.9305199999935
8,54,4,906.1999999999999,406.52,54.12303999999997
8,55,4,155893.97999999998,136837.34,27613.64511999994
8,56,4,17697.6,15720.460000000003,4034.996320000007
8,58,4,39222.0,10290.0,4105.328560000003
8,59,4,36209.14,13349.93,982.2418000000018
8,60,4,3887.8,3282.3999999999996,881.4032800000015
8,67,4,67389.71,71346.47,19423.20644000002
8,71,4,33180.01,24416.45,6766.531039999978
8,72,4,682566.4900000001,698922.66,161006.5549599993
8,74,4,121644.76000000002,124530.15,33455.32048000005
8,79,4,277590.89,274523.27,84667.8374800002
8,80,4,129609.62999999999,128203.44,37581.93700000001
8,81,4,172136.96,163903.41999999998,50399.978680000146
8,82,4,268314.75,248639.74,62515.471160000074
8,83,4,27434.08,31260.37,9223.827919999996
8,85,4,40948.030000000006,35360.39,8216.416960000017
8,87,4,265038.4,295270.82,94097.21107999998
8,90,4,539410.12,579075.1699999999,169983.0764800002
8,91,4,423138.27999999997,399878.03,119631.26636000014
8,92,4,896583.0999999999,902993.87,275823.5409199991
8,93,4,379291.67,399799.22,118684.40892000032
8,94,4,304243.16000000003,312017.99000000005,101224.17547999971
8,95,4,818339.28,759363.3,231542.5908400003
8,97,4,236471.77,222141.72,71797.16636000028
8,98,4,108615.27000000002,111937.85000000002,34193.60396000006
8,99,4,0.0,7235.0,840.7927599999987
9,1,4,202247.91000000003,202113.39,63548.68584000004
9,2,4,333522.13,333057.15,98314.71968000002
9,3,4,81617.20000000001,84512.88,23033.20247999994
9,4,4,238180.65,232852.18000000002,72046.83668000023
9,5,4,389463.55,376085.06000000006,87809.55147999998
9,6,4,72520.68000000001,58069.92,10649.549599999984
9,7,4,287319.70000000007,317166.74,70084.15715999989
9,8,4,298656.93,284005.65,94402.91635999993
9,9,4,178018.83000000002,178051.25,46154.727599999955
9,10,4,151891.81,168745.53000000003,50095.51356000011
9,11,4,202728.69,209753.18999999997,60201.385000000264
9,12,4,77198.41,71269.93,24754.073680000034
9,13,4,301152.42,278718.41000000003,68346.1875600002
9,14,4,140834.03,154938.03,35817.806120000154
9,16,4,34187.270000000004,39947.70999999999,14183.900679999993
9,17,4,67234.55,80969.34000000001,24341.025719999994
9,18,4,132471.88,124823.48999999999,27018.942399999996
9,19,4,25210.409999999996,20716.41,6364.992880000017
9,20,4,31412.019999999997,34392.79000000001,10501.868680000036
9,21,4,53930.780000000006,51725.45000000001,14405.557239999966
9,22,4,85971.20999999999,81945.22,24401.675759999962
9,23,4,186767.89,198993.6,54867.81532000012
9,24,4,37771.84,49913.49,13072.811359999956
9,25,4,82250.45,75277.32999999999,19181.993000000046
9,26,4,71058.25000000001,67712.54,20168.248359999954
9,27,4,15183.499999999998,15463.000000000002,3547.2519200000083
9,28,4,5227.0,3457.07,836.5268000000011
9,29,4,35631.91,33296.55,8825.976520000004
9,30,4,15925.720000000001,17658.66,5573.394160000012
9,31,4,18452.420000000002,20743.14,5405.048800000011
9,32,4,84669.54000000001,84658.25999999998,18842.14060000001
9,33,4,43975.42,44423.130000000005,13359.470439999952
9,34,4,77982.56,79314.46999999999,22336.688639999997
9,35,4,23848.0,16209.0,4219.475400000013
9,36,4,13246.0,12231.4,3042.83607999999
9,38,4,1077750.0699999998,1053214.66,290698.14432000055
9,40,4,419845.13,382782.2,120362.71423999991
9,41,4,18731.5,21485.629999999997,5801.080960000006
9,42,4,41946.49999999999,40116.42,10246.26284
9,44,4,51645.240000000005,62936.34,16592.677679999942
9,46,4,124247.35,111246.22999999998,28475.98408000006
9,48,4,0.0,10913.0,2861.8274000000024
9,49,4,0.0,680.49,313.83155999999997
9,52,4,25361.480000000003,29090.900000000005,6502.063320000011
9,54,4,785.12,123.39999999999999,21.171160000000068
9,55,4,182332.39,175528.09000000003,29247.77007999991
9,56,4,6176.910000000001,8067.560000000001,2399.7301199999993
9,59,4,11440.509999999998,4202.64,552.1400399999995
9,60,4,264.0,1179.2,586.5356400000002
9,67,4,49361.05000000001,54332.17,13695.017759999962
9,71,4,17757.5,21553.61,5028.671759999995
9,72,4,582813.0099999999,647495.4500000001,142787.38727999982
9,74,4,93819.65000000001,96656.76000000001,28272.700199999952
9,79,4,161334.16999999998,154995.41,49530.84760000019
9,81,4,28969.65,32180.48,10176.943999999985
9,82,4,165309.54,170245.43000000005,46332.89432000016
9,85,4,15036.49,10942.7,2836.751960000005
9,87,4,199594.04000000004,226520.06000000003,65351.58048000025
9,90,4,37146.82,46608.54999999999,12813.345359999954
9,91,4,9564.94,10286.04,3167.9385200000083
9,92,4,185676.4,244331.47999999998,77580.1643999997
9,94,4,588.5000000000001,1411.6599999999999,881.9019600000016
9,95,4,317240.29,370768.61000000004,125528.03251999983
9,96,4,49450.49999999999,48202.77999999999,15955.964920000051
10,1,4,824400.7000000001,783644.33,194441.96747999953
10,2,4,1524895.2999999996,1397670.6300000001,359710.22508000024
10,3,4,321624.42000000004,308292.85000000003,84255.18179999998
10,4,4,681489.61,630634.0000000001,175974.5543200006
10,5,4,1362999.64,1188856.1099999999,223168.9556399994
10,6,4,235896.39000000004,192766.19,34691.401040000055
10,7,4,1559116.69,1500912.9000000001,258816.7572799994
10,8,4,1220060.15,1148305.25,292713.66515999904
10,9,4,853405.72,793377.76,228157.17199999947
10,10,4,628842.7500000001,620108.28,176761.39224
10,11,4,475652.28,446961.06,109879.94692000038
10,12,4,119146.18000000001,104357.43999999999,32503.874640000107
10,13,4,866172.95,771042.5400000002,233134.66036000033
10,14,4,691823.4,672236.3300000001,156795.50632000036
10,16,4,135859.05000000002,122852.21999999999,44620.25019999993
10,17,4,400524.28,388195.48000000004,92887.47364
10,18,4,698428.1499999999,658497.68,157112.78807999982
10,19,4,51176.28999999999,41340.909999999996,11671.289000000006
10,20,4,202922.69,187968.37999999998,54817.685080000156
10,21,4,149172.81,145095.33000000002,33204.30196000001
10,22,4,398958.04000000004,386618.75999999995,94358.63600000001
10,23,4,1074500.08,1065242.0799999998,254082.4616399997
10,24,4,280348.61,274556.18,56230.7913999999
10,25,4,311280.82,308803.04,79592.47736000008
10,26,4,331449.16,306630.69000000006,76862.76132000006
10,27,4,79454.09000000001,78629.92000000001,18029.09307999997
10,28,4,27452.48,26561.12,6530.218919999997
10,29,4,252299.94000000003,246008.45,56681.9366800002
10,30,4,158380.09999999998,127354.87999999999,33082.044479999975
10,31,4,89378.51000000001,83147.13,17322.673360000048
10,32,4,381392.63,368683.23000000004,84184.88224000025
10,33,4,266554.31999999995,277556.32,54477.04632000014
10,34,4,643797.64,615576.45,158513.12692000048
10,35,4,125204.29000000001,124280.06000000001,29757.882959999963
10,36,4,31866.47,27220.540000000005,4458.561639999993
10,37,4,56084.16999999999,51251.17,16035.313079999938
10,38,4,1157276.8100000003,1154209.9000000001,338432.8652400002
10,40,4,1368432.9,1253778.3599999999,368652.1361600012
10,41,4,226008.37,267332.72000000003,68174.1000399999
10,42,4,154964.21000000002,148748.47999999998,45089.94579999991
10,44,4,157708.31,147984.35,40488.27423999983
10,45,4,253.57,239.39999999999998,6.7622000000000035
10,46,4,814514.3400000001,777100.43,205224.55780000074
10,47,4,-728.0,146.0,29.57619999999999
10,48,4,34841.3,46578.6,16800.630279999994
10,49,4,235435.62000000002,226316.61000000002,75217.45287999997
10,50,4,56846.0,51136.5,16576.007839999977
10,52,4,82555.55000000002,83743.17,19429.619719999948
10,54,4,2499.48,1825.02,279.1181599999999
10,55,4,538350.64,482535.52,68381.78476000023
10,56,4,9578.319999999998,13741.330000000002,4939.566440000004
10,58,4,75232.58,54002.5,17243.56568
10,59,4,144084.21000000002,53447.29000000001,3964.375640000005
10,60,4,5670.399999999999,9160.8,2282.09872
10,67,4,204062.07000000004,194539.26,48946.9711999999
10,71,4,189405.83000000002,196897.41999999998,47875.93456000001
10,72,4,2891777.79,2567218.68,439324.8232399988
10,74,4,546003.5299999999,517957.0799999999,136314.4212400002
10,79,4,506654.59,482200.39,128684.51619999943
10,80,4,1735.3300000000004,7694.96,1521.1011999999957
10,81,4,135582.88999999998,127729.11,37810.911840000015
10,82,4,453367.66,436958.22,98363.42736000025
10,83,4,3372.66,2983.41,843.9796800000037
10,85,4,47997.14000000001,52923.329999999994,11513.901679999977
10,87,4,308566.54000000004,328547.30000000005,105320.41887999991
10,90,4,200126.66999999998,192131.84,57122.201760000135
10,91,4,168020.17999999996,158839.52999999997,48354.42824000007
10,92,4,715508.29,700744.26,210233.6808399994
10,93,4,19388.370000000003,17231.66,5637.434520000002
10,94,4,3032.5,4250.07,1951.327240000005
10,95,4,955480.32,818680.93,269056.9184000009
10,96,4,146444.68,161767.52000000002,55633.3203999999
10,97,4,73176.14,63842.920000000006,19180.97704000004
10,98,4,6479.49,4124.030000000001,2136.904039999995
11,1,4,330471.6,345688.86,91856.28407999982
11,2,4,727605.33,753915.93,203742.4566799997
11,3,4,181577.05,172875.75,44575.539359999864
11,4,4,388212.46,388033.22000000003,106186.03960000034
11,5,4,735485.9,703773.49,140893.3530000004
11,6,4,135724.27,90404.76999999999,14258.602719999944
11,7,4,838304.54,881984.51,128419.25655999967
11,8,4,476053.38999999996,465961.5800000001,137944.58412000048
11,9,4,237243.07,226772.38,67259.08047999999
11,10,4,288663.83999999997,309766.25999999995,89944.44447999983
11,11,4,252826.08999999997,246026.25999999998,57399.24479999987
11,12,4,53837.64,50226.22,17431.132559999987
11,13,4,538163.71,526169.98,154640.74068000034
11,14,4,438378.31999999995,414636.52,90487.73716000008
11,16,4,77186.84999999999,65507.76000000001,23102.235879999986
11,17,4,198213.91,203147.99,49910.57508000016
11,18,4,466921.06000000006,461407.50000000006,86162.43035999981
11,19,4,-8.94,23389.500000000004,7494.890560000023
11,20,4,116348.17999999998,112124.67000000001,31208.668120000006
11,21,4,116464.26000000001,111188.03999999998,26129.734039999952
11,22,4,234801.67,240635.47999999998,53766.92280000004
11,23,4,529466.36,535010.77,125619.75655999979
11,24,4,139760.13,148524.35,43315.866480000026
11,25,4,142624.06999999998,165310.59,41347.681400000045
11,26,4,203416.25999999998,191607.14,54190.40339999998
11,27,4,41749.35999999999,45744.200000000004,10921.34151999998
11,28,4,18496.2,17621.94,4827.2978400000065
11,29,4,144343.49,143771.97,30220.66676000002
11,30,4,80299.70000000001,74390.62,18526.176479999933
11,31,4,43406.45,44222.49,12964.804999999978
11,32,4,194672.77,176430.47,36915.32724000008
11,33,4,128748.56999999998,141698.08,28501.138320000075
11,34,4,298464.55,287307.28,73610.25416000011
11,35,4,59322.96,47933.689999999995,13893.018440000025
11,36,4,31304.7,30747.480000000003,4855.003519999994
11,37,4,51700.97,52544.63,15178.280239999947
11,38,4,1015891.1499999999,921997.08,261959.4269199999
11,40,4,716571.9899999999,701202.8700000001,205242.31772000002
11,41,4,32655.329999999998,24326.02,6660.16907999999
11,42,4,77144.62000000001,84362.22,24284.048719999977
11,44,4,77880.07999999999,102678.91999999998,29617.14463999994
11,46,4,387484.02,397467.26,103481.01748000007
11,49,4,95473.43999999999,106249.44,33925.469760000095
11,52,4,32297.200000000004,50288.99,13407.92892
11,54,4,4090.8999999999996,1306.1000000000001,303.10712000000046
11,55,4,288989.68,262708.99,47270.02159999989
11,56,4,39692.99,34962.32,8107.285679999981
11,58,4,48908.0,34667.47,10121.826679999995
11,59,4,64088.28999999999,27471.6,1942.1559600000037
11,60,4,7.0,2912.7999999999997,1063.4828800000003
11,67,4,158122.22,147690.36,37359.06931999998
11,71,4,116426.94,131792.31000000003,37782.49895999987
11,72,4,1232076.8299999998,1178232.92,282967.0395599992
11,74,4,302902.09,282102.52999999997,75480.01892000006
11,79,4,412740.35,398832.30999999994,119551.14200000037
11,80,4,172279.86999999997,177736.06,53706.956599999925
11,81,4,179426.79,160913.95,50946.73059999995
11,82,4,402826.43,415567.80000000005,99153.64167999996
11,83,4,39093.6,36388.17,11402.578960000026
11,85,4,31804.719999999998,26643.450000000004,7173.540879999987
11,87,4,176884.68,207314.54,68242.97711999988
11,90,4,666413.05,683703.7500000001,207593.21283999964
11,91,4,546731.64,533372.01,171339.99712000007
11,92,4,1096410.98,1119585.81,329471.2257999999
11,93,4,455093.26000000007,459397.01000000007,134848.65667999987
11,94,4,445636.89999999997,448453.89999999997,144909.39076000004
11,95,4,995811.8,936046.8400000001,296056.41471999994
11,96,4,308958.94999999995,289286.51,84017.55615999969
11,97,4,223831.63000000003,205121.40999999997,64778.52511999982
11,98,4,162238.89999999997,145245.37,38282.639680000015
11,99,4,0.0,18105.0,1032.34816
12,1,4,315596.63999999996,309777.19999999995,82015.25635999998
12,2,4,949750.4399999998,979750.38,288441.54288000014
12,3,4,174078.22,162430.34000000003,43618.79287999989
12,4,4,360057.26,339632.67000000004,103671.33060000028
12,5,4,593664.25,540586.35,103861.0530800004
12,6,4,126096.24,124370.84000000001,20796.60660000002
12,7,4,850420.1500000001,819282.22,123941.45811999972
12,8,4,591461.31,566634.1399999999,159286.61404000022
12,9,4,206508.86,203073.90999999997,63833.329559999715
12,10,4,210574.21999999997,215150.45999999996,65004.63555999989
12,11,4,227372.75000000003,238977.16999999998,58121.35019999993
12,12,4,60441.47000000001,58332.66,18231.895680000016
12,13,4,645034.6400000001,596539.72,179939.29648000043
12,14,4,312746.28,316959.27999999997,73401.16956000017
12,16,4,41219.33,38693.969999999994,14985.156200000038
12,17,4,160247.7,164259.48,40369.53196000002
12,18,4,400121.83,440073.19000000006,92263.39431999961
12,19,4,45066.850000000006,46135.06,11689.57479999999
12,20,4,77174.03000000001,66894.17,22039.161679999972
12,21,4,61276.41,57886.72,15309.373640000053
12,22,4,151624.71000000002,145368.41,35961.501800000085
12,23,4,628208.2099999998,590880.7599999999,144974.21720000057
12,24,4,181717.27999999997,173789.29,42395.4475199999
12,25,4,287103.3799999999,281290.44,67721.84928000007
12,26,4,244690.87,229687.19,68715.30863999999
12,27,4,32796.38,33524.93,9287.256360000036
12,28,4,15046.460000000001,14754.21,3365.6251199999983
12,29,4,118061.19999999998,126496.70999999999,27632.44236000002
12,30,4,72000.20000000001,57357.24,18763.496920000005
12,31,4,46207.92999999999,39501.840000000004,10988.93584
12,32,4,162513.21,141952.50999999998,29610.488200000116
12,33,4,188421.19999999995,189352.20000000004,44805.877640000006
12,34,4,327247.38,301768.24000000005,81117.96863999982
12,35,4,42415.9,38323.32,8758.755800000012
12,36,4,50596.53999999999,48222.93,9177.79876
12,38,4,630551.98,705208.01,216227.3838799998
12,40,4,630274.78,616737.46,178018.31480000008
12,41,4,9025.95,26248.9,7920.780800000007
12,42,4,71911.02,84621.07,25431.689559999908
12,44,4,113651.89,110685.54,31730.651840000064
12,46,4,423599.18,477264.80000000005,115765.57796000016
12,49,4,0.0,109.62,32.411359999999945
12,52,4,55500.229999999996,58610.69,15443.758560000011
12,54,4,1899.58,1066.56,163.4745600000005
12,55,4,295700.76,273917.93999999994,43653.96355999994
12,56,4,5171.81,3867.39,697.260480000002
12,58,4,26098.0,23387.5,9591.778119999999
12,59,4,73110.95,28112.34,2566.403039999997
12,60,4,6196.999999999999,6248.0,1371.26496
12,67,4,87421.84,91331.23000000001,24053.043720000027
12,71,4,85903.82,94906.70000000001,27900.06424000008
12,72,4,1096175.48,1077683.66,222125.40036000058
12,74,4,220571.43999999997,213459.11,62163.4937199999
12,79,4,550924.7000000001,526478.8,156548.45111999958
12,80,4,392.96,608.01,669.9150799999993
12,81,4,103257.08999999998,93930.37000000001,28383.832279999955
12,82,4,232876.05000000002,243477.54999999996,72092.55335999992
12,83,4,3054.28,2101.9500000000003,874.555040000001
12,85,4,33319.72,31897.059999999998,6251.997280000001
12,87,4,145208.9,148509.39,50512.49879999995
12,90,4,137729.92,165150.25000000003,50402.737759999945
12,91,4,73573.12,80203.09999999999,24617.255880000062
12,92,4,337353.20999999996,352110.52999999997,104052.17107999955
12,93,4,5902.31,8340.74,2513.9618400000063
12,94,4,879.36,3729.3300000000004,765.8944400000008
12,95,4,503998.89999999997,510977.47,151958.24148000006
12,96,4,0.0,2.0,58.60748000000002
12,97,4,31350.97000000001,29934.079999999994,9184.955639999993
12,98,4,9096.32,12721.399999999996,2949.403800000008
13,1,4,896869.6099999999,887796.1799999999,233705.1269599999
13,2,4,1064129.9400000002,1057015.22,291369.01231999975
13,3,4,281451.8,280629.65,68585.822
13,4,4,582710.6399999999,584687.99,167275.43900000062
13,5,4,1351395.57,1157475.06,215776.98455999943
13,6,4,179013.49000000002,128882.91,25790.91911999996
13,7,4,1402860.05,1319540.8599999999,189275.48867999951
13,8,4,540188.62,493868.13,144749.16192000042
13,9,4,458750.3400000001,450760.07000000007,128835.10979999969
13,10,4,435792.56999999995,393954.1,86186.58460000005
13,11,4,336671.36,324883.05,93081.34572000017
13,12,4,94884.69,95300.12,27329.511319999976
13,13,4,646436.87,613790.48,176999.8213200003
13,14,4,532754.36,486335.97,100074.45020000011
13,16,4,88022.11,80889.23999999999,24993.984000000048
13,17,4,299204.36,271136.74,53476.78724000007
13,18,4,623303.6699999999,648897.9100000001,146655.3921199996
13,19,4,74215.71,61954.060000000005,16596.384600000023
13,20,4,106105.11,99237.98999999999,27724.921479999968
13,21,4,158408.14999999997,149085.48,34733.35647999989
13,22,4,284083.16,271525.13,63705.70120000007
13,23,4,536769.86,524959.7499999999,122429.66183999981
13,24,4,197570.3,199851.43,51200.18144000015
13,25,4,252679.31999999995,233659.74999999997,66686.16171999983
13,26,4,246091.47999999998,223983.22999999998,64439.311680000166
13,27,4,57485.22,59789.3,15160.113240000015
13,28,4,25922.8,24190.79,6823.589600000006
13,29,4,107483.71,120314.6,28185.91807999998
13,30,4,49926.08,50513.02,15024.263199999965
13,31,4,61966.49999999999,59459.00000000001,14691.450440000028
13,32,4,165327.69999999998,168648.00999999998,36301.26632000012
13,33,4,207516.81,203447.20000000004,52336.842360000075
13,34,4,251215.74000000002,244646.38,75440.36403999996
13,35,4,48260.07,44068.29,13093.711559999989
13,36,4,29851.1,41863.2,7882.633199999998
13,37,4,52208.61,43796.81,13443.54576000004
13,38,4,1102150.52,1122736.5,345383.6165600001
13,40,4,1072069.08,993109.8899999999,298635.86859999975
13,41,4,90062.57,59170.62,13778.82987999995
13,42,4,106337.22999999998,101213.87999999999,30955.953640000105
13,44,4,195552.75999999995,174509.00999999998,43632.266520000034
13,45,4,150.33999999999997,167.78,58.51323999999979
13,46,4,579394.38,587813.56,154062.65247999964
13,48,4,26417.989999999998,25536.979999999996,7448.498199999999
13,49,4,123267.88,105764.35,31903.75500000016
13,50,4,25654.0,24439.25,8126.723920000008
13,52,4,82106.50000000001,80558.70000000001,19202.37748000002
13,54,4,2136.3600000000006,1223.1399999999999,167.03164000000004
13,55,4,538882.86,496907.1,69117.00492000018
13,56,4,25672.859999999997,20328.460000000003,8936.256120000007
13,58,4,88099.97,117334.47,43421.86952000006
13,59,4,78642.87999999999,30983.019999999997,3259.156400000003
13,60,4,16302.2,15760.8,3649.539960000001
13,67,4,217229.62,221377.53999999998,58641.38480000007
13,71,4,120099.56,122820.32,33503.87779999992
13,72,4,1439219.9,1337041.41,283458.2551199992
13,74,4,405222.23,369687.6,113118.84092000022
13,79,4,734779.77,679780.89,194866.62271999934
13,80,4,259552.71000000002,246973.46999999997,75075.17980000011
13,81,4,404480.89999999997,410260.18999999994,127700.98115999947
13,82,4,606237.1,625706.33,145395.13111999998
13,83,4,66768.01,63194.18,16861.994839999974
13,85,4,88256.68999999999,85706.36,20677.400399999977
13,87,4,194395.75999999998,246604.2,76675.85204000007
13,90,4,1584104.3099999998,1708675.8900000001,450668.28028
13,91,4,1071419.76,1051829.3699999999,317405.9059999998
13,92,4,2236673.9699999997,2431783.85,679170.9897199988
13,93,4,655494.86,701870.74,212806.47423999998
13,94,4,855759.29,911644.8400000001,290384.26312000037
13,95,4,1708365.04,1771820.8,546232.4017599996
13,96,4,120385.65000000001,111951.76,36090.26696000006
13,97,4,364549.26999999996,346479.38000000006,109665.24636000009
13,98,4,234456.27,221437.46999999997,70009.36192000013
13,99,4,0.0,20885.0,3840.9077200000033
14,1,4,604290.0700000001,593243.77,146441.38567999983
14,2,4,1100376.0899999999,1040436.06,263607.33767999907
14,3,4,195360.97,183112.96000000002,42122.301480000075
14,4,4,758442.4299999998,702435.11,176764.86588
14,5,4,876136.28,723127.5900000001,125153.36267999986
14,6,4,182296.28000000003,119478.66999999998,22236.99299999995
14,7,4,1449569.0999999999,1391411.4000000001,218673.95243999976
14,8,4,779022.58,731817.5399999999,224734.05752000038
14,9,4,266875.65,246480.04,65726.62692000023
14,10,4,276796.36000000004,278938.70999999996,65263.92147999989
14,11,4,305183.13,273293.56999999995,60906.70868000024
14,12,4,67207.97,64631.18000000001,18955.978960000015
14,13,4,854953.11,783555.2999999999,224287.5405599998
14,14,4,489376.41000000003,473057.15,82886.50388000018
14,16,4,72306.05,50065.56999999999,17254.32528
14,17,4,381078.33,338019.99000000005,71632.93476000009
14,18,4,558943.6399999999,611416.19,107947.67900000041
14,19,4,4276.0,36539.76,9413.30952000004
14,20,4,147390.21,132368.35,31746.7511600001
14,21,4,142642.87,145197.90999999997,29556.43528000003
14,22,4,340230.33,299096.11000000004,63560.50475999985
14,23,4,664647.2,602588.88,138188.7052800006
14,24,4,170386.3,145529.91000000003,37495.4183999999
14,25,4,248879.09999999998,225306.98000000004,62568.529840000134
14,26,4,237800.47999999998,191722.06000000003,36373.27668000003
14,27,4,52750.14000000001,46641.87999999999,10726.990399999973
14,28,4,25902.65,22667.55,6386.455920000006
14,29,4,196233.55999999997,172071.15,34472.77099999985
14,30,4,81616.4,69555.22999999998,17614.692519999946
14,31,4,69924.28,49173.340000000004,12474.73044000003
14,32,4,254507.15,235973.87999999998,43288.01124000009
14,33,4,169625.43000000002,145977.34,37558.92163999996
14,34,4,335044.76000000007,287544.73000000004,72077.08108000003
14,35,4,61671.74,58645.55999999999,15490.682160000042
14,36,4,37964.5,30085.36,6926.555559999987
14,38,4,1511128.8500000003,1315866.1800000002,329128.51903999975
14,40,4,1002004.0500000002,907968.73,250250.37556000057
14,41,4,110396.93,69806.89,21184.79655999997
14,42,4,104253.05000000002,108904.18000000002,27662.875440000033
14,44,4,98257.85,94896.23,27082.208440000006
14,46,4,470498.71,456819.80000000005,99307.68024000025
14,49,4,146049.62999999998,135210.66,36178.64760000004
14,50,4,29311.0,22831.0,6815.18316
14,51,4,40.34,12.920000000000002,6.319600000000059
14,52,4,32421.27,45414.53,10443.980480000013
14,54,4,2496.6800000000003,1416.1999999999998,240.23623999999856
14,55,4,425462.96,445507.4,67988.59688000022
14,56,4,32382.819999999996,29957.469999999998,6603.342920000001
14,58,4,104736.0,123508.97,39368.291399999995
14,59,4,89455.81,37378.16,1685.704600000006
14,60,4,6225.5,6318.4,1356.3107599999998
14,67,4,219276.77,219001.62,59143.61364000002
14,71,4,130214.72,129366.85,30555.830839999882
14,72,4,1980291.6499999997,1934981.63,332199.575039999
14,74,4,357572.74,344501.6800000001,81710.34324000028
14,79,4,529606.96,474427.35000000003,119509.48091999993
14,80,4,513939.4600000001,465333.92,121022.72896000033
14,81,4,567136.88,495596.4999999999,130742.55603999978
14,82,4,529018.23,557541.76,112716.25515999955
14,83,4,160264.38,128383.90999999999,33888.14620000009
14,85,4,46311.68,35066.91999999999,7448.483200000008
14,87,4,235236.3,261567.80999999997,73472.1584400001
14,90,4,1588561.3900000001,1475529.25,379649.29595999996
14,91,4,1329896.44,1151316.32,322377.51611999876
14,92,4,2747038.6799999997,2599603.8000000003,655508.1195999994
14,93,4,920785.8099999999,787357.74,245763.42596000034
14,94,4,831319.74,726339.9899999999,214113.6989199998
14,95,4,1981205.34,1747509.3499999999,495525.66120000207
14,96,4,0.0,16.84,78.88988
14,97,4,361488.41,324750.18000000005,92268.20060000023
14,98,4,271678.37,257292.21999999997,64702.689200000204
14,99,4,0.0,17815.0,1158.6742
15,1,4,253458.61999999997,254869.19000000006,64028.54980000012
15,2,4,369790.35,357885.2199999999,95845.87708000003
15,3,4,120437.78999999998,111167.15,26970.08436000002
15,4,4,186575.04000000004,171945.09999999998,43144.711079999935
15,5,4,436011.8,377162.00999999995,71051.84411999985
15,6,4,114598.34,74474.65999999999,10207.786599999981
15,7,4,553680.63,520323.1699999999,80326.17964000026
15,8,4,300962.19,282565.25000000006,78745.53627999991
15,9,4,199345.06000000003,176876.53,45698.73468000004
15,10,4,182520.71000000002,160541.13000000003,44565.081560000006
15,11,4,203925.94999999998,173388.75,44012.50936000006
15,12,4,40842.04,37840.34,13317.576320000035
15,13,4,259225.28000000003,228295.8,67093.65292000014
15,14,4,272154.16,226109.85,46042.2043599999
15,16,4,47802.66,31460.940000000002,12910.883640000056
15,17,4,195957.72000000003,171919.71999999997,41868.33979999991
15,18,4,285489.01,260938.63000000003,35363.072839999986
15,19,4,19699.64,15012.71,4180.427360000006
15,20,4,59926.37999999999,51052.87,14707.646479999972
15,21,4,52713.21000000001,47119.27,11060.814479999977
15,22,4,148632.62,118566.49,30632.373560000084
15,23,4,404730.42,353713.08999999997,77079.15036000003
15,24,4,89046.82,78754.25999999998,20056.423080000037
15,25,4,155859.50999999998,125666.39,33669.81172000017
15,26,4,92382.17,81768.15000000001,22709.845360000018
15,27,4,32870.64000000001,30021.480000000003,7164.474199999984
15,28,4,14640.44,12097.769999999999,3447.2630799999924
15,29,4,83477.71999999999,75187.92,16229.34867999995
15,30,4,38135.58,37012.04,9679.043959999997
15,31,4,47587.87000000001,38500.12,10056.520079999995
15,32,4,90134.91000000002,84772.22,16385.438879999954
15,33,4,77419.35,67117.11,18979.468839999972
15,34,4,200327.02000000002,159646.68999999997,46222.38756000009
15,35,4,40011.65,38748.18000000001,10384.739760000008
15,36,4,24127.8,22232.109999999997,5876.060760000008
15,38,4,743229.2600000001,677594.0,198730.73583999978
15,40,4,450799.08999999997,392113.5500000001,113723.37991999992
15,41,4,27377.75,31624.519999999997,7978.0057999999735
15,42,4,47268.619999999995,51969.13,15419.302919999926
15,44,4,58374.47,63083.850000000006,15702.968999999945
15,46,4,193790.93999999997,180688.9,41043.25255999993
15,49,4,109979.55000000002,113137.65999999997,38084.521
15,50,4,22859.5,24681.0,8172.059159999997
15,52,4,23749.579999999998,24316.320000000003,7169.589600000001
15,54,4,648.53,500.94000000000005,156.90531999999982
15,55,4,186549.94,180279.7,26026.83643999988
15,56,4,6804.23,13640.63,5171.960400000005
15,58,4,13917.0,9415.0,3066.4753600000004
15,59,4,14286.720000000001,8109.6,803.4883999999995
15,60,4,1319.9999999999998,2147.2,468.71668000000005
15,67,4,95248.09000000001,90032.80999999998,21711.642160000003
15,71,4,65901.20000000001,59156.41,14411.27644000003
15,72,4,997929.2200000001,823651.5100000001,161261.46900000045
15,74,4,195395.91999999998,174482.31,47282.85796000004
15,79,4,117614.19,104072.44000000002,31369.72436
15,80,4,767.6700000000001,584.14,827.2479200000041
15,81,4,58753.86000000001,56422.799999999996,16532.334759999998
15,82,4,236743.64999999997,193191.28,42307.77192000011
15,83,4,6895.400000000001,5097.72,1596.7075199999972
15,85,4,65463.93000000001,65771.72,17910.068279999996
15,87,4,118979.51,140064.58000000002,39350.45268000005
15,90,4,82299.53,77602.20999999999,21209.414280000008
