Dept,Q_2010,Q_2011,Q_2012,Quarter,Store,Q_2013
34,119755.77,116351.82000000002,114905.39,2,8,117441.73320000002
34,93478.58,102816.34,93805.06,3,8,93078.75900000015
34,138061.15,103881.06999999998,30120.44,4,8,10235.997062514678
35,15027.0,25307.620000000006,21220.390000000007,1,8,26883.212639999998
35,29104.5,31038.16,25496.92,2,8,27402.46039999997
35,20844.5,24345.67,18496.11,3,8,19194.449840000012
35,29210.0,23708.96,5822.41,4,8,718.7065228251427
36,3472.0,10304.93,8906.39,1,8,10714.356279999996
36,18219.5,21266.0,16762.5,2,8,17368.897080000006
36,8011.0,10259.85,6610.5999999999985,3,8,4805.959800000005
36,14022.75,19804.71,3810.28,4,8,4136.463832464004
37,22993.36,28543.28,30410.44,1,8,34787.89896000003
37,32857.93,27396.44,27699.29,2,8,27820.77720000002
37,28391.070000000003,26627.9,25639.87,3,8,25760.319840000004
37,33359.98,28518.74,9114.65,4,8,2590.848815574853
38,408090.46,761818.72,831072.19,1,8,884105.5783199999
38,651200.44,781247.7399999999,811267.49,2,8,841961.5159199998
38,660825.1,826088.37,799394.57,3,8,767731.9262000001
38,802051.97,791825.1499999998,256282.44,4,8,77968.8864009653
40,327195.9,506783.01,534849.16,1,8,561592.0383599998
40,471211.45,471269.54999999993,478235.53,2,8,510696.3927600003
40,462231.87,480297.17,495300.71,3,8,469623.5158399996
40,560977.95,491775.0,158002.64,4,8,41605.96425756877
41,2857.0,9072.5,6355.47,1,8,6719.566639999999
41,3625.0,5330.0,7843.880000000001,2,8,9798.72947999999
41,23819.0,20227.5,22179.270000000004,3,8,21421.433680000013
41,32386.59,23041.91,7292.769999999998,4,8,2144.4009156129496
42,43849.78000000001,61725.02999999999,74881.46999999999,1,8,82889.21871999995
42,67161.81,70608.78,71780.59999999999,2,8,80516.40900000006
42,62918.55,74156.93000000001,69540.63,3,8,64879.16920000004
42,72292.13,65865.7,20840.48,4,8,6344.38023851161
44,28565.55,39890.73999999998,44328.06000000001,1,8,49358.90668000012
44,42610.16,44600.08,43650.73,2,8,44018.56548
44,47438.87,47112.69,46000.62,3,8,41273.340080000045
44,61070.53,66296.25,17566.38,4,8,6204.254142549325
45,-12.96,11.47,11.97,3,8,-2.761746133333325
46,132541.88,207771.73,234946.78,1,8,263101.91064000037
46,222710.6,248335.8,246626.3,2,8,259024.7005599998
46,197712.13000000003,240965.07,228047.79,3,8,224632.92116000003
46,268497.59,268067.36000000004,68249.06,4,8,19338.896631832766
47,274.0,12.0,258.5,1,8,161.70400000000018
49,33957.35,32609.96,30515.95,1,8,32741.241800000014
49,33469.28,26687.840000000004,29958.51,2,8,28147.08504
49,26922.04,27395.5,28592.22,3,8,27415.95716000002
49,24615.59,21143.92,9083.94,4,8,2352.970165161519
51,92.2,0.0,1.0,2,8,249.29883999999998
52,22928.45,27637.32,19355.609999999993,1,8,24779.813799999978
52,29780.80000000001,23151.2,17470.1,2,8,20958.44700000002
52,24559.070000000003,21744.99,17689.219999999998,3,8,18138.173279999985
52,39222.48,29686.68,4939.91,4,8,710.0490689893333
54,1713.94,424.08,438.02,1,8,283.3053373333332
54,1287.5,853.56,361.08,2,8,230.41250954666674
54,907.0,877.4199999999997,427.32,3,8,284.2011848533327
54,906.2,406.52,20.0,4,8,39.42642845828572
55,76651.73999999999,88275.31999999998,97571.6,1,8,105686.8538800001
55,77281.38999999997,75861.09,70445.76,2,8,68447.76024000003
55,68729.13,75814.09,65172.84,3,8,56720.593720000004
55,155893.97999999998,136837.34,22767.59,4,8,7824.7987215535195
56,25808.43,40005.35000000001,51840.31999999999,1,8,57662.85911999998
56,172303.24999999994,162235.94,160196.93000000002,2,8,162152.0847999999
56,27909.53,29270.37,22911.48,3,8,22083.570439999956
56,17697.6,15720.460000000005,7680.48,4,8,1878.8671742102833
58,24665.0,25020.0,8035.0,1,8,14101.991760000023
58,46323.0,12415.0,9520.0,2,8,10374.4572
58,58012.0,18015.0,9090.0,3,8,9790.944920000005
58,39222.0,10290.0,4725.0,4,8,550.1765657939048
59,5856.840000000001,5793.3899999999985,2980.5599999999995,1,8,2448.479759999998
59,7043.94,3616.15,2135.02,2,8,2916.136120000001
59,6185.39,3103.23,1791.99,3,8,1802.2648800000002
59,36209.14,13349.93,724.5100000000001,4,8,453.27278484209535
60,2120.8,2962.0,2541.8,1,8,2700.69712
60,3291.2,2939.2,3114.0,2,8,3450.473280000001
60,2895.2,2992.0,2781.0,3,8,2986.6953600000006
60,3887.8,3282.4,990.0,4,8,268.25133668520647
67,45745.95,58953.60999999999,70677.69,1,8,80276.84051999994
67,86294.68,88305.38,92907.38,2,8,91760.56048000001
67,46757.48,53735.86,54808.83,3,8,50427.81524000005
67,67389.71,71346.47,20728.18,4,8,2588.2968761561874
71,29047.85,35988.16,38643.52,1,8,44936.73756
71,23345.15,23638.349999999995,23357.48,2,8,23294.75980000002
71,30508.02,34795.189999999995,25334.67,3,8,26933.29039999998
71,33180.01,24416.45,6544.95,4,8,1186.189756610667
72,410112.05,545284.62,550204.66,1,8,548498.7622399995
72,380062.82,398976.65,366468.23,2,8,386253.58180000057
72,372754.6,382676.2400000001,404129.71,3,8,383881.2559199997
72,682566.4900000001,698922.66,152233.08000000002,4,8,42786.96857223465
74,74874.53,115356.37,140990.81999999998,1,8,165164.4617999999
74,102970.95,108112.44,106540.75,2,8,110503.91719999982
74,123214.25000000006,129821.43000000002,125875.90999999995,3,8,125785.45932000007
74,121644.76000000002,124530.15,32666.87,4,8,1890.7993521180945
78,12.0,0.0,10.88,1,8,903.3684000000009
79,175602.72,256294.71,297041.32,1,8,356383.4260000004
79,256229.06,267280.69,295111.22,2,8,317980.9994399998
79,259936.68,290313.89,284782.85,3,8,281336.36627999996
79,277590.89,274523.27,88167.73000000003,4,8,22287.591759338688
80,68695.91,107185.52,127209.11,1,8,146311.87592
80,116544.91,118541.95,122361.24000000002,2,8,129360.50371999995
80,106194.9,128165.08,120343.05000000002,3,8,121071.15187999995
80,129609.63,128203.44,40960.12,4,8,2365.7433989222873
81,95638.44,142757.85,165253.20999999993,1,8,187048.69132000016
81,166944.66,164325.52000000002,171261.63,2,8,184522.04155999975
81,163609.64,178965.81,164326.77,3,8,153668.25147999995
81,172136.96,163903.41999999998,51447.38000000001,4,8,2713.470209962666
82,114207.41,183579.5,175751.13999999998,1,8,191537.8603199999
82,173053.01999999993,182845.25000000003,179160.59,2,8,182842.1365200003
82,169059.78999999998,184063.95,183529.46,3,8,180319.8547600002
82,268314.75,248639.74,57917.33,4,8,17059.70295115771
83,24690.74,37271.319999999985,44579.3,1,8,49428.09908000003
83,33235.04,32898.18,36816.48,2,8,37559.388040000034
83,32615.250000000004,31724.36,33913.070000000014,3,8,31095.227079999997
83,27434.08,31260.37,10127.64,4,8,2959.023567540953
85,18982.55,21618.800000000007,22935.6,1,8,23950.488959999973
85,39977.7,29048.579999999994,28950.870000000006,2,8,27825.833760000045
85,35729.060000000005,27607.75,23826.860000000004,3,8,25627.748199999998
85,40948.03000000001,35360.39,7039.8,4,8,5423.304294749339
87,115607.34,238620.48,327435.73,1,8,363237.77043999993
87,187293.87,231999.96,313284.61,2,8,337908.26271999953
87,221867.89,260122.19,335946.57,3,8,322727.63619999995
87,265038.4,295270.82,96709.25,4,8,30512.768132634636
90,301706.06,457307.03,537480.8099999999,1,8,564474.2362399992
90,466333.74,504642.33,517863.6,2,8,533032.6088800003
90,474689.53,556192.55,516493.4199999999,3,8,476921.9705199992
90,539410.12,579075.1699999999,173505.6,4,8,51832.221788576746
91,261258.32,377773.68000000005,425770.7,1,8,472231.0538399999
91,403836.11,402777.96,415804.32,2,8,446056.43748000014
91,414561.12,441221.17,411873.79999999993,3,8,399844.4689999995
91,423138.28,399878.03,130976.72,4,8,36873.02130985717
92,469967.5,710765.2000000002,820763.99,1,8,869386.0358399996
92,717329.23,723161.39,776206.57,2,8,787860.5560399996
92,739655.65,804709.59,806746.7,3,8,792313.5298799982
92,896583.0999999999,902993.87,277702.3,4,8,83592.97649876603
93,180696.3,317340.26,352163.49999999994,1,8,366673.0102399998
93,319474.12999999995,366305.03,379111.56,2,8,423175.7649599996
93,332133.69,394546.2299999999,391834.82000000007,3,8,378164.8538799995
93,379291.67,399799.22,122039.44,4,8,31813.49693141443
94,197443.68,301237.89,319907.87000000005,1,8,340102.5238800002
94,349707.40999999986,372502.48,360122.37999999995,2,8,380024.10244000005
94,304041.73000000004,371029.65,340384.1499999999,3,8,317735.1973999996
94,304243.16000000003,312017.99000000005,105650.27,4,8,28229.622020418632
95,476609.9900000001,726471.6000000002,792967.22,1,8,783659.0088000002
95,861455.0,873548.7200000002,855958.6199999999,2,8,882862.4093600017
95,826759.5599999998,907465.27,850807.5,3,8,778459.4396400002
95,818339.28,759363.3,252313.25,4,8,70085.86798069798
96,0.0,0.0,50.96,1,8,353.09574153333364
97,125048.52,191945.21,213351.96,1,8,235889.32107999994
97,216201.64,223254.24,222888.26,2,8,225765.16471999997
97,227066.04,243277.99,232925.35,3,8,230687.03224000047
97,236471.77,222141.72,73333.71,4,8,21349.989153140927
98,50058.54000000001,79481.31,87621.81,1,8,94860.89747999993
98,82642.62000000001,87336.18,94659.35,2,8,95292.66456000002
98,75664.84,87423.79000000001,85651.27000000003,3,8,82253.06492000009
98,108615.27000000002,111937.85000000002,32813.87,4,8,1843.6846526780948
99,0.0,290.0,1185.0,1,8,3704.048480000004
99,0.0,85.0,470.0,2,8,1255.303820192
99,0.0,620.0,30.319999999999997,3,8,260.4312006079997
99,0.0,7235.0,520.06,4,8,3624.4039874346668
1,101145.65,134117.80000000002,162762.47999999998,1,9,187669.7971600003
1,138440.98,149824.68,149530.03000000006,2,9,150771.14408000003
1,122094.09,132351.91,134495.41,3,9,129643.65987999983
1,202247.91000000003,202113.39,64933.5,4,9,12460.248275178676
2,181540.49,287199.80000000005,338781.52000000014,1,9,365068.0353999998
2,303374.3,328442.04,348083.80000000005,2,9,358533.6181200002
2,308562.0600000001,357394.7,348131.37,3,9,336722.91419999994
2,333522.13,333057.15,102545.91,4,9,17843.408337652436
3,43649.569999999985,72205.59,94511.91,1,9,117212.54868000021
3,61343.63999999999,67463.76,75571.14,2,9,74881.41912
3,135186.25,163824.06000000006,168917.14,3,9,163004.80484000017
3,81617.20000000001,84512.88,23318.88,4,9,7771.08856455619
4,125176.0,196191.16,229367.35,1,9,264610.7003600003
4,205512.75,217724.51,232446.13000000003,2,9,246628.1039999998
4,224838.08,239283.46,238348.28,3,9,232771.3366000002
4,238180.65,232852.18,74809.98000000001,4,9,16245.366094762645
5,166351.07,244263.83,273339.8200000001,1,9,304964.9250799997
5,210473.44,205137.17,218254.28000000003,2,9,222678.87492000044
5,180079.16999999995,210788.83,206370.73,3,9,209196.87852000038
5,389463.55,376085.06000000006,76825.73000000001,4,9,15144.796939122638
6,24131.47,23731.500000000004,23708.72,1,9,25834.580319999983
6,39827.53,34422.140000000014,30951.74,2,9,33202.46547999999
6,32951.26,28227.200000000004,24210.69,3,9,23168.49628
6,72520.68000000001,58069.92,8564.689999999999,4,9,2930.0586246963785
7,80742.52,121514.87,132219.71,1,9,162988.8383999999
7,166543.55,183666.03,184970.48,2,9,188057.38355999975
7,140767.65,149953.83000000002,157540.28000000006,3,9,149924.49616
7,287319.7000000001,317166.74,54811.93,4,9,4980.9372207337165
8,169079.74000000002,250993.87,288022.77,1,9,334334.4927200001
8,259209.35000000003,271587.0,301905.04,2,9,330239.8581999996
8,252243.47,287250.66,298472.95,3,9,280370.54244000046
8,298656.93,284005.65,102271.88,4,9,17092.420175655094
9,68936.55,113806.94,143334.57,1,9,164577.32475999993
9,172903.1,176488.06000000003,208779.8,2,9,229774.54911999998
9,186993.93,187401.08,214673.05000000005,3,9,207017.47871999975
9,178018.83000000005,178051.25,57722.31,4,9,17194.13026199198
10,91944.39,141468.33000000002,172214.16,1,9,197585.69024000003
10,162525.14,168188.54000000007,197389.99,2,9,208450.4756799999
10,152143.17,185344.91,183861.65,3,9,184345.62971999985
10,151891.81,168745.53000000006,56181.07,4,9,16659.41185168037
11,89870.51000000002,159614.47,173993.94999999995,1,9,196468.88788000005
11,193194.89,215601.53000000003,241483.54,2,9,259273.53360000014
11,161385.62999999998,193735.35,205234.19,3,9,208765.53280000007
11,202728.69,209753.19,58517.21000000001,4,9,20786.021648674632
12,49168.29,63471.36,80808.71,1,9,90772.8323599999
12,92372.66,84205.47,91002.02999999998,2,9,91234.5830400002
12,92374.45,95382.01,100479.95999999998,3,9,98935.48384000009
12,77198.41,71269.93,26914.16,4,9,8465.905603130286
13,173015.75,259955.55,287351.10000000003,1,9,337245.9702000005
13,280835.66000000003,280877.60999999987,299860.06,2,9,308993.6577199998
13,298716.8,303068.77,307032.8100000001,3,9,297712.34792000084
13,301152.42,278718.41000000003,94491.35,4,9,20156.932147040872
14,55567.34,79340.58,92146.86999999998,1,9,123191.72988000045
14,84193.23999999999,83846.15000000001,85154.7,2,9,85497.9733599999
14,82112.87,81766.48,82907.28000000001,3,9,78202.19691999996
14,140834.03,154938.03,31033.73,4,9,9818.49384677868
16,73435.12,93362.92,132976.46,1,9,154094.70319999996
16,327732.4400000001,277487.18999999994,304948.63,2,9,325073.7715199999
16,164953.93,130864.19999999998,122748.88,3,9,113130.04704000002
16,34187.270000000004,39947.709999999985,15294.73,4,9,1677.9861470944763
17,40761.76,57675.99000000001,64887.56000000001,1,9,79323.26727999996
17,56535.18000000001,62200.40999999999,60824.099999999984,2,9,60258.12971999988
17,56479.96,70588.84999999999,68532.32,3,9,61706.63823999994
17,67234.55,80969.34000000001,21305.71,4,9,7571.627809566856
18,34769.98999999998,34288.12,39184.68,1,9,48488.18896000013
18,16237.77,20792.89,10099.370000000004,2,9,10938.468079999993
18,2269.79,5110.120000000001,8339.52,3,9,10253.981959999988
18,132471.88,124823.49,22718.9,4,9,7755.6663549961895
19,11259.48,20201.79,16065.22,1,9,17959.991960000007
19,16949.87,16408.08,20088.31,2,9,18194.488760000022
19,18747.59,17372.610000000004,17419.489999999998,3,9,16314.759280000068
19,25210.41,20716.41,6162.1,4,9,850.0416065466663
20,20417.33,29560.19,34539.080000000016,1,9,39910.39495999995
20,35473.3,31670.47,36335.63,2,9,34659.75296000002
20,30883.950000000004,35996.60000000001,35630.73,3,9,33559.009080000054
20,31412.02,34392.790000000015,10902.6,4,9,3773.676277892193
21,33170.52,39668.970000000016,47810.98,1,9,54843.99556
21,49119.14000000002,42706.63000000001,48009.22,2,9,49831.71899999989
21,48234.13999999999,47639.26,39859.36,3,9,39224.982160000036
21,53930.78000000001,51725.45000000001,14997.44,4,9,2658.2353805504717
22,38462.11,55142.96,72372.82,1,9,80255.94359999997
22,45556.0,52825.02,60868.13999999999,2,9,64351.28348
22,54231.16,59582.33,73709.82,3,9,67337.01496000015
22,85971.20999999999,81945.22,26018.13,4,9,9313.232927221336
23,70784.7,107859.6,136364.43,1,9,157450.87507999994
23,131862.33000000002,138557.22,154680.05,2,9,167939.0679600003
23,110525.03,134610.06,142812.18,3,9,142463.69920000018
23,186767.89,198993.6,59267.24000000001,4,9,17020.748718972936
24,16574.4,22068.01,34803.09,1,9,39159.33260000005
24,24451.710000000006,27830.27,27383.04,2,9,27467.60816
24,27000.62,37142.01,35578.96,3,9,33444.79892000005
24,37771.84,49913.49,13801.38,4,9,2523.667675347807
25,43683.0,58966.62,63112.96,1,9,70283.63924000002
25,81139.88,69225.35,63334.75000000001,2,9,64644.11139999989
25,65139.8,63322.84,59053.55000000001,3,9,53272.64276
25,82250.45,75277.32999999999,19797.95,4,9,6271.029637301701
26,33528.45,44191.8,59545.66,1,9,66013.07196000019
26,48332.85,49477.91,50338.95,2,9,52136.914519999926
26,38810.24,46078.10000000001,47070.45,3,9,44304.585960000026
26,71058.25000000001,67712.54,20541.02,4,9,6265.6194174152315
27,7170.75,9498.44,9676.76,1,9,10731.144679999981
27,6626.5,6217.690000000001,7147.47,2,9,8880.476920000016
27,6073.8499999999985,7076.31,7041.790000000001,3,9,7108.151640000002
27,15183.499999999998,15463.000000000002,3386.89,4,9,2540.9389970236207
28,2824.55,3703.75,3199.9800000000005,1,9,3287.3786399999985
28,3518.73,3272.58,2437.61,2,9,2806.761280000003
28,2464.7,2141.390000000001,1665.1899999999994,3,9,1581.022160000001
28,5227.0,3457.07,1314.88,4,9,495.2213799196196
29,16370.820000000003,20944.640000000007,18268.15,1,9,21774.924720000003
29,24414.04,22372.78,22295.390000000007,2,9,22142.948039999963
29,25259.21,21605.36,25470.560000000005,3,9,25648.877879999993
29,35631.91,33296.55,8543.25,4,9,2388.4894010807575
30,14431.5,18054.0,20843.01,1,9,21935.398840000038
30,25934.16,24646.04,22133.5,2,9,22679.926759999977
30,18750.02,24134.92,20699.52,3,9,20303.23195999996
30,15925.72,17658.66,5788.86,4,9,734.6800685051428
31,7693.07,12586.03,11162.35,1,9,14545.904720000006
31,9921.32,10951.48,9958.39,2,9,10290.867079999996
31,20441.54,18475.36,11970.05,3,9,11779.818399999991
31,18452.42,20743.14,5003.77,4,9,696.32404796
32,43397.23,48209.3,54824.98,1,9,66971.22304000014
32,55793.79000000001,58620.46000000001,60188.54000000001,2,9,63108.37851999994
32,42195.26999999998,48039.16,43132.88,3,9,40677.28276
32,84669.54000000001,84658.25999999997,13822.19,4,9,2524.2635687878073
33,15981.15,22724.4,26425.7,1,9,29313.432600000015
33,29773.62,30283.72,31653.78,2,9,31139.64696000001
33,33125.66,31829.64,42577.93,3,9,41167.96356
33,43975.42,44423.13000000001,13887.76,4,9,1597.805791329144
34,57312.99,66903.81,78299.93000000001,1,9,84821.4738
34,76827.02999999997,86920.85,83109.01,2,9,83050.56031999996
34,50808.63,75043.01,60233.8,3,9,58656.226960000065
34,77982.56,79314.46999999999,23928.22,4,9,7895.535419395427
35,10229.0,17323.53,16351.15,1,9,18395.206360000022
35,20225.0,25685.5,22624.529999999995,2,9,22301.24268
35,17641.72,19403.13,13331.65,3,9,10044.244759999992
35,23848.0,16209.0,3870.67,4,9,4113.148518381337
36,2797.5,6618.5,2151.55,1,9,3688.4884400000014
36,23328.0,16965.5,15304.04,2,9,14205.728440000004
36,8570.5,4869.26,4290.470000000001,3,9,5261.707519999997
36,13246.0,12231.4,3299.1900000000005,4,9,1904.5768214449556
38,618119.6900000001,1013925.89,1112421.12,1,9,1137945.8700800003
38,998885.08,1033099.0,1041598.98,2,9,1072766.1526799996
38,956941.04,1112398.4500000002,881024.42,3,9,812460.8179999989
38,1077750.0699999998,1053214.66,284909.38,4,9,76059.07658812008
40,240771.7,365723.31,417153.91,1,9,461758.2734799997
40,361601.28,370345.37000000005,376833.64,2,9,378281.5873999991
40,352828.1999999999,383506.4600000001,370564.75,3,9,370050.7856800002
40,419845.13,382782.2,127660.09,4,9,34245.67172075377
41,5097.96,10419.75,7165.67,1,9,9509.089879999996
41,3624.34,9640.5,4433.78,2,9,5636.921759999998
41,18693.9,19871.0,18376.61,3,9,15927.47220000001
41,18731.5,21485.63,6632.259999999998,4,9,1115.5747457626667
42,22514.95,34281.16,46074.31999999999,1,9,50103.75415999993
42,38611.39,36628.42,40834.72,2,9,39612.035719999985
42,37081.21,43738.36,41938.88000000001,3,9,41894.57248000004
42,41946.499999999985,40116.42,14372.55,4,9,1519.8687605558102
44,19970.23,31375.050000000007,41800.73,1,9,42577.09587999997
44,32562.270000000004,42101.98000000002,44033.47,2,9,44452.53400000005
44,34695.84,49018.08,48668.39,3,9,46225.12484
44,51645.24000000001,62936.34,17146.82,4,9,5990.3973661550435
45,22.5,34.410000000000004,11.97,1,9,128.60222268800007
46,56678.49,89469.76000000002,95875.43,1,9,102489.05556000005
46,102234.41,117339.86,104061.27999999998,2,9,106150.46980000006
46,85269.56,104623.59,93388.55,3,9,93617.11924000016
46,124247.35,111246.22999999998,27117.57,4,9,9703.64783402934
47,427.74,-70.0,38.0,1,9,475.043681
48,0.0,0.0,5833.0,1,9,19386.175656319992
48,0.0,877.0,8206.0,2,9,9774.019559999995
48,0.0,6923.0,13252.0,3,9,11689.041960000002
48,0.0,10913.0,4406.0,4,9,376.89521611657125
49,-15.0,0.0,615.15,1,9,1092.4664308266676
49,0.0,0.0,348.02000000000015,2,9,334.6680653333339
49,15.0,605.88,263.16,3,9,208.9841651653333
49,0.0,680.49,185.0,4,9,32.309829048000026
52,11353.570000000003,19599.88,20117.700000000004,1,9,28236.058719999994
52,19332.68,22302.87,22556.08,2,9,21116.849439999987
52,17439.71,23903.709999999995,21296.5,3,9,20461.143879999992
52,25361.480000000003,29090.900000000005,6770.54,4,9,1984.9067997226678
54,1168.0,267.4,273.44,1,9,256.52848
54,1258.0,304.48,152.52,2,9,161.92477688000005
54,876.0,271.9,266.24,3,9,191.5122104399998
54,785.12,123.4,5.88,4,9,6.02400974400003
55,73758.73000000001,113205.37999999998,110490.55,1,9,129229.83368000013
55,90900.24,102335.32,85860.63,2,9,80403.25431999993
55,89988.41999999998,93962.97,83223.61999999997,3,9,74657.18716000006
55,182332.39,175528.09000000005,29221.88,4,9,10607.623063184012
56,19760.45,27652.120000000006,41607.79,1,9,42224.97380000007
56,99920.69,97618.93,90696.69,2,9,94305.26887999992
56,13806.65,13997.62,9052.06,3,9,12712.843400000014
56,6176.910000000002,8067.560000000001,4577.34,4,9,1314.9764738773326
59,1951.69,1254.7000000000005,39.24,1,9,946.5604800000012
59,3016.43,156.13,25.480000000000004,2,9,90.9434228
59,3030.49,90.14,-110.54,3,9,103.60271840000019
59,11440.509999999998,4202.64,21.14,4,9,102.34154893409526
60,0.0,783.2,1305.0,1,9,1336.853480000002
60,0.78,941.6,1116.0,2,9,1740.4627332800012
60,0.0,1012.0,1197.0,3,9,1332.657866080001
60,264.0,1179.2,360.0,4,9,649.0209643093336
67,30720.85,37119.93,42607.88000000001,1,9,46324.356759999966
67,49961.60000000001,56069.68999999999,59548.48,2,9,59829.491560000024
67,34909.460000000014,35183.16,36116.9,3,9,33669.38352000004
67,49361.05000000001,54332.17,13625.92,4,9,1991.2996561424777
71,15474.579999999998,20645.39,18951.78,1,9,20939.742680000018
71,14458.630000000005,17134.600000000002,15787.080000000002,2,9,15824.879399999993
71,19983.43,18551.19,14311.56,3,9,14041.021160000018
71,17757.5,21553.61,4029.99,4,9,1249.3188656480029
72,296104.63,404514.52,462495.0200000001,1,9,520251.8092000008
72,307185.08,339479.2,357455.0,2,9,380472.6534399994
72,325321.82,399803.31,365327.01,3,9,363006.1315599996
72,582813.0099999999,647495.4500000001,126452.52,4,9,32125.15087147999
74,52414.25,88620.15,99738.07,1,9,106442.16096000008
74,93170.74,90438.59,100590.63,2,9,100013.01487999989
74,93671.56,102019.96,102146.38,3,9,102175.09272
74,93819.65,96656.76,29075.59,4,9,3847.536168635554
78,0.0,0.0,0.0,1,9,126.35916000000007
79,102770.31,145093.46,162906.54,1,9,179029.15096000038
79,150841.47,159220.28000000006,164136.87999999998,2,9,176894.43840000007
79,156086.85,166370.35000000006,169277.36000000002,3,9,161790.23971999998
79,161334.16999999998,154995.41,52834.46000000001,4,9,2769.852788362666
80,12.75,3.99,-196.01,1,9,6838.296285706656
80,0.0,9.75,4.76,2,9,48.19374319199996
80,0.0,14.86,1.88,3,9,170.2582712080002
81,18024.36,26654.86,33524.98,1,9,40296.42543999996
81,28861.61,31144.23,35719.1,2,9,34535.89684
81,28199.25,33605.789999999986,33241.01,3,9,38098.94212000005
81,28969.65,32180.48,10469.78,4,9,3078.7497930289533
82,66253.55,108821.05,125185.15,1,9,147031.77072000018
82,111945.91999999998,118654.04,137429.03999999998,2,9,150303.42375999992
82,108612.92,132315.05,132215.45,3,9,130247.4582800001
82,165309.54,170245.43000000005,43553.71,4,9,2670.024025576003
85,5590.400000000002,9623.56,9472.05,1,9,11015.152600000009
85,12104.1,13161.240000000002,10683.97,2,9,11024.483800000015
85,11064.58,14149.51,11343.06,3,9,10506.30375999999
85,15036.49,10942.7,2186.35,4,9,1022.51909981181
87,73522.65,176525.01,230240.66,1,9,263570.5626799999
87,140652.63,185720.53000000003,206531.79,2,9,222413.85635999986
87,166826.45,221347.33,213057.29,3,9,213026.21827999988
87,199594.04000000004,226520.06000000003,60111.95999999999,4,9,17190.148684321885
90,19039.140000000007,33055.999999999985,42221.12,1,9,44085.05708
90,31872.130000000005,41811.59000000001,43392.54,2,9,44783.80407999996
90,31051.3,44961.0,42829.34,3,9,41527.62336000003
90,37146.82,46608.54999999999,12329.15,4,9,1358.2391164304784
91,3933.82,6710.18,8548.55,1,9,9063.285040000012
91,10881.81,12647.77,14401.660000000002,2,9,24559.125439999974
91,13066.85,16420.4,14417.04,3,9,22832.90967999997
91,9564.94,10286.04,3427.02,4,9,1404.5206564293362
92,85311.68999999999,139511.36000000002,208223.16,1,9,245637.9247200001
92,136701.06,175027.54,201831.25,2,9,220647.28703999997
92,136258.35,204540.02,223671.93,3,9,226319.65451999978
92,185676.4,244331.48,78513.79,4,9,21595.507304311985
94,3146.25,8612.55,3974.49,1,9,37733.94300000003
94,5166.0,8682.91,11221.74,2,9,17582.97119999997
94,401.0,113.72,596.35,3,9,387.8287468186673
94,588.5000000000001,1411.66,419.16,4,9,3636.249163168001
95,176713.84,279505.71,382893.15,1,9,438740.12823999976
95,380327.25,413642.54999999993,470559.2899999999,2,9,489520.88480000006
95,344308.8100000001,480986.22,478611.27,3,9,440828.11783999996
95,317240.29,370768.61,133675.27,4,9,39216.83835546782
96,20044.96,32781.14,42944.61,1,9,57521.48200000002
96,48527.7,44547.71,55733.4,2,9,57981.557720000164
96,49421.87,55574.81999999999,50739.2,3,9,50933.25235999996
96,49450.49999999999,48202.77999999999,16274.72,4,9,2324.459766182473
98,0.0,0.0,-0.5,1,9,17.891920000000006
98,0.0,0.0,6.0,2,9,78.59597539199993
1,354423.91,416381.01,497506.4600000001,1,10,556104.2600399995
1,533836.62,529007.23,491342.49,2,10,511203.46535999986
1,360733.08,379448.87000000005,358985.55999999994,3,10,370164.3549600004
1,824400.7000000002,783644.33,179584.61,4,10,36598.49548642937
2,937658.85,1327666.3099999998,1419955.9700000002,1,10,1426380.1515599992
2,1457860.15,1422172.73,1386204.0,2,10,1357151.9262800002
2,1498502.1800000004,1535011.82,1383811.96,3,10,1227803.8429200007
2,1524895.2999999996,1397670.63,409316.78,4,10,120202.29142415375
3,217008.32,329835.84,335257.11,1,10,332070.3921199995
3,273636.87,263747.44999999995,255203.46,2,10,261375.5201599997
3,730691.9299999998,757564.15,715933.5299999998,3,10,680978.4423599992
3,321624.42000000004,308292.85000000003,79528.02,4,10,16032.338831154648
4,399461.66,607706.7100000001,656129.3899999999,1,10,738004.0269200006
4,631411.8599999999,610180.39,612871.2500000001,2,10,628015.9695599995
4,651024.2699999999,668173.76,616604.31,3,10,611321.8549199995
4,681489.61,630634.0000000001,181227.96,4,10,34620.42588904271
5,580348.98,636610.72,735668.4299999998,1,10,777095.3783600003
5,780893.9099999998,622770.8599999998,571149.43,2,10,590969.2697200001
5,581918.02,567771.7600000001,513325.84,3,10,465707.424639999
5,1362999.64,1188856.11,205091.12,4,10,56789.96155037254
6,99360.28,107340.49999999996,104451.52,1,10,127211.1185199999
6,166923.79,136923.74,115186.94,2,10,115016.34147999986
6,127953.65,104026.13999999998,89295.92,3,10,89209.54644000003
6,235896.39000000004,192766.19,29461.7,4,10,10915.97030028535
7,403487.69,515791.71,521567.58,1,10,532674.3123999998
7,684773.8900000001,675100.1499999999,652348.99,2,10,683508.3356800003
7,556058.2899999999,587342.4099999999,561699.2400000001,3,10,517916.8740000011
7,1559116.69,1500912.9,213754.8,4,10,62310.3729539733
8,737442.2000000002,1055613.44,1131225.2,1,10,1154966.4015600008
8,1145925.69,1106459.9300000002,1115610.94,2,10,1114918.5773199997
